checkin_id,user_id,checkin_date,mood,faith_state,topic,tone
c_0004528,u_01371,2025-04-30,good,hurting,purpose,universal
c_0004529,u_01371,2025-05-08,neutral,questioning,habits,universal
c_0004530,u_01371,2025-05-13,low,distant,relationships,universal
c_0004531,u_01372,2025-08-06,good,,work,light_islamic
c_0004532,u_01372,2025-08-08,good,,work,universal
c_0004533,u_01372,2025-08-11,neutral,questioning,gratitude,light_islamic
c_0004534,u_01372,2025-08-12,good,distant,faith,universal
c_0004535,u_01372,2025-08-13,neutral,distant,faith,universal
c_0004536,u_01372,2025-08-14,good,questioning,relationships,universal
c_0004537,u_01372,2025-08-20,neutral,hurting,confidence,deeper_faith
c_0004538,u_01372,2025-08-25,neutral,at_peace,self,universal
c_0004539,u_01372,2025-08-26,neutral,at_peace,faith,light_islamic
c_0004540,u_01372,2025-08-30,grateful,at_peace,relationships,light_islamic
c_0004541,u_01374,2025-10-20,low,,faith,light_islamic
c_0004542,u_01374,2025-10-23,neutral,,faith,universal
c_0004543,u_01374,2025-10-29,low,at_peace,work,light_islamic
c_0004544,u_01374,2025-11-05,good,at_peace,relationships,deeper_faith
c_0004545,u_01374,2025-11-06,good,questioning,self,universal
c_0004546,u_01374,2025-11-08,good,at_peace,habits,deeper_faith
c_0004547,u_01374,2025-11-13,low,at_peace,habits,universal
c_0004548,u_01374,2025-11-16,very_low,at_peace,confidence,universal
c_0004549,u_01375,2025-06-16,neutral,,purpose,universal
c_0004550,u_01375,2025-06-19,neutral,,anxiety,universal
c_0004551,u_01375,2025-06-21,good,at_peace,work,deeper_faith
c_0004552,u_01375,2025-06-22,good,at_peace,self,light_islamic
c_0004553,u_01375,2025-06-29,neutral,questioning,relationships,light_islamic
c_0004554,u_01375,2025-07-01,very_low,at_peace,purpose,light_islamic
c_0004555,u_01376,2025-10-29,good,,work,light_islamic
c_0004556,u_01376,2025-11-01,good,,work,universal
c_0004557,u_01376,2025-11-02,grateful,questioning,relationships,light_islamic
c_0004558,u_01376,2025-11-05,grateful,at_peace,relationships,universal
c_0004559,u_01376,2025-11-06,low,questioning,habits,light_islamic
c_0004560,u_01376,2025-11-08,good,hurting,faith,light_islamic
c_0004561,u_01376,2025-11-10,very_low,at_peace,confidence,light_islamic
c_0004562,u_01376,2025-11-11,low,at_peace,faith,light_islamic
c_0004563,u_01376,2025-11-14,good,questioning,habits,universal
c_0004564,u_01376,2025-11-16,very_low,at_peace,work,universal
c_0004565,u_01376,2025-11-18,grateful,at_peace,gratitude,light_islamic
c_0004566,u_01376,2025-11-25,good,questioning,work,deeper_faith
c_0004567,u_01376,2025-11-28,good,distant,confidence,universal
c_0004568,u_01377,2025-03-08,good,,relationships,light_islamic
c_0004569,u_01377,2025-03-09,neutral,,habits,universal
c_0004570,u_01377,2025-03-10,neutral,,self,universal
c_0004571,u_01377,2025-03-12,neutral,at_peace,confidence,universal
c_0004572,u_01377,2025-03-15,good,questioning,purpose,light_islamic
c_0004573,u_01377,2025-03-19,low,distant,work,deeper_faith
c_0004574,u_01377,2025-03-20,neutral,at_peace,faith,light_islamic
c_0004575,u_01377,2025-03-26,neutral,distant,habits,universal
c_0004576,u_01377,2025-03-31,good,at_peace,gratitude,universal
c_0004577,u_01377,2025-04-02,grateful,at_peace,habits,universal
c_0004578,u_01379,2025-12-08,good,,burnout,universal
c_0004579,u_01379,2025-12-09,good,,self,light_islamic
c_0004580,u_01379,2025-12-10,neutral,,anxiety,light_islamic
c_0004581,u_01379,2025-12-13,neutral,at_peace,work,deeper_faith
c_0004582,u_01379,2025-12-20,neutral,at_peace,anxiety,universal
c_0004583,u_01379,2025-12-22,neutral,questioning,work,universal
c_0004584,u_01379,2025-12-25,low,at_peace,gratitude,light_islamic
c_0004585,u_01379,2025-12-27,very_low,at_peace,habits,universal
c_0004586,u_01380,2025-03-07,good,,purpose,universal
c_0004587,u_01380,2025-03-09,good,,anxiety,light_islamic
c_0004588,u_01380,2025-03-12,good,at_peace,confidence,universal
c_0004589,u_01380,2025-03-21,neutral,at_peace,habits,deeper_faith
c_0004590,u_01380,2025-03-29,neutral,at_peace,faith,universal
c_0004591,u_01380,2025-04-04,neutral,at_peace,anxiety,light_islamic
c_0004592,u_01380,2025-04-06,grateful,at_peace,gratitude,universal
c_0004593,u_01381,2025-10-05,low,,confidence,light_islamic
c_0004594,u_01381,2025-10-08,neutral,,work,universal
c_0004595,u_01381,2025-10-13,low,hurting,habits,universal
c_0004596,u_01381,2025-10-18,very_low,at_peace,burnout,deeper_faith
c_0004597,u_01381,2025-10-29,neutral,at_peace,gratitude,universal
c_0004598,u_01381,2025-11-03,grateful,at_peace,burnout,light_islamic
c_0004599,u_01384,2025-04-20,grateful,,self,light_islamic
c_0004600,u_01384,2025-04-21,good,,work,deeper_faith
c_0004601,u_01384,2025-04-22,low,,purpose,universal
c_0004602,u_01384,2025-04-24,neutral,at_peace,anxiety,deeper_faith
c_0004603,u_01384,2025-05-05,grateful,at_peace,self,universal
c_0004604,u_01384,2025-05-07,good,at_peace,habits,universal
c_0004605,u_01384,2025-05-15,grateful,at_peace,faith,universal
c_0004606,u_01388,2025-08-29,good,,burnout,universal
c_0004607,u_01388,2025-08-30,neutral,,confidence,light_islamic
c_0004608,u_01388,2025-09-01,low,,gratitude,universal
c_0004609,u_01388,2025-09-20,low,at_peace,gratitude,light_islamic
c_0004610,u_01388,2025-09-23,grateful,at_peace,relationships,light_islamic
c_0004611,u_01388,2025-09-24,neutral,at_peace,self,universal
c_0004612,u_01391,2025-05-31,good,,gratitude,universal
c_0004613,u_01391,2025-06-01,neutral,,habits,universal
c_0004614,u_01391,2025-06-06,grateful,at_peace,faith,light_islamic
c_0004615,u_01391,2025-06-07,good,at_peace,purpose,deeper_faith
c_0004616,u_01391,2025-06-11,good,at_peace,relationships,universal
c_0004617,u_01391,2025-06-15,neutral,distant,faith,universal
c_0004618,u_01391,2025-06-19,grateful,at_peace,self,universal
c_0004619,u_01391,2025-06-23,good,questioning,confidence,universal
c_0004620,u_01391,2025-06-27,grateful,questioning,gratitude,deeper_faith
c_0004621,u_01391,2025-06-29,good,at_peace,confidence,universal
c_0004622,u_01392,2025-09-20,very_low,,purpose,light_islamic
c_0004623,u_01392,2025-09-21,grateful,,anxiety,universal
c_0004624,u_01392,2025-09-22,good,,gratitude,light_islamic
c_0004625,u_01392,2025-09-27,good,at_peace,burnout,light_islamic
c_0004626,u_01392,2025-09-29,grateful,distant,self,universal
c_0004627,u_01392,2025-10-10,neutral,distant,anxiety,universal
c_0004628,u_01393,2025-11-04,good,,gratitude,deeper_faith
c_0004629,u_01393,2025-11-05,good,,self,universal
c_0004630,u_01393,2025-11-10,neutral,distant,work,deeper_faith
c_0004631,u_01393,2025-11-13,neutral,distant,habits,light_islamic
c_0004632,u_01393,2025-11-18,low,questioning,burnout,universal
c_0004633,u_01393,2025-11-19,grateful,distant,habits,light_islamic
c_0004634,u_01393,2025-11-21,good,questioning,relationships,deeper_faith
c_0004635,u_01395,2025-06-22,neutral,,anxiety,universal
c_0004636,u_01395,2025-06-26,good,at_peace,burnout,light_islamic
c_0004637,u_01395,2025-06-28,grateful,questioning,habits,universal
c_0004638,u_01395,2025-06-29,neutral,distant,faith,light_islamic
c_0004639,u_01395,2025-07-02,neutral,at_peace,faith,universal
c_0004640,u_01395,2025-07-06,grateful,questioning,purpose,light_islamic
c_0004641,u_01395,2025-07-07,good,questioning,anxiety,universal
c_0004642,u_01395,2025-07-10,good,questioning,relationships,universal
c_0004643,u_01395,2025-07-13,good,questioning,work,universal
c_0004644,u_01395,2025-07-17,good,distant,work,universal
c_0004645,u_01395,2025-07-22,low,at_peace,gratitude,universal
c_0004646,u_01396,2025-12-14,neutral,,gratitude,universal
c_0004647,u_01396,2025-12-16,low,,purpose,light_islamic
c_0004648,u_01396,2025-12-18,neutral,at_peace,purpose,universal
c_0004649,u_01396,2025-12-19,good,distant,relationships,deeper_faith
c_0004650,u_01396,2025-12-20,good,questioning,purpose,deeper_faith
c_0004651,u_01396,2025-12-21,good,distant,burnout,light_islamic
c_0004652,u_01396,2025-12-25,grateful,at_peace,confidence,light_islamic
c_0004653,u_01396,2025-12-29,neutral,at_peace,confidence,deeper_faith
c_0004654,u_01396,2025-12-31,neutral,at_peace,relationships,universal
c_0004655,u_01397,2025-01-09,neutral,,habits,light_islamic
c_0004656,u_01397,2025-01-12,neutral,,habits,light_islamic
c_0004657,u_01397,2025-01-17,grateful,hurting,relationships,universal
c_0004658,u_01397,2025-01-22,good,hurting,confidence,universal
c_0004659,u_01397,2025-02-02,good,at_peace,purpose,deeper_faith
c_0004660,u_01399,2025-07-25,good,,gratitude,light_islamic
c_0004661,u_01399,2025-07-31,low,hurting,purpose,deeper_faith
c_0004662,u_01399,2025-08-05,neutral,questioning,burnout,light_islamic
c_0004663,u_01399,2025-08-09,neutral,distant,confidence,light_islamic
c_0004664,u_01401,2025-01-05,grateful,,purpose,light_islamic
c_0004665,u_01401,2025-01-11,good,at_peace,habits,universal
c_0004666,u_01401,2025-01-12,good,questioning,faith,universal
c_0004667,u_01401,2025-01-15,grateful,distant,burnout,universal
c_0004668,u_01401,2025-01-17,grateful,at_peace,self,universal
c_0004669,u_01401,2025-01-18,neutral,at_peace,relationships,deeper_faith
c_0004670,u_01402,2025-03-03,neutral,,relationships,light_islamic
c_0004671,u_01402,2025-03-25,good,distant,gratitude,universal
c_0004672,u_01402,2025-03-26,neutral,at_peace,work,light_islamic
c_0004673,u_01403,2025-08-16,grateful,,relationships,light_islamic
c_0004674,u_01403,2025-08-28,good,questioning,relationships,universal
c_0004675,u_01403,2025-09-02,grateful,hurting,burnout,light_islamic
c_0004676,u_01403,2025-09-05,good,questioning,habits,universal
c_0004677,u_01403,2025-09-06,good,at_peace,self,universal
c_0004678,u_01403,2025-09-08,good,at_peace,faith,deeper_faith
c_0004679,u_01403,2025-09-14,low,questioning,habits,deeper_faith
c_0004680,u_01406,2025-05-18,neutral,,habits,light_islamic
c_0004681,u_01406,2025-05-20,good,,habits,light_islamic
c_0004682,u_01406,2025-05-23,grateful,at_peace,habits,deeper_faith
c_0004683,u_01406,2025-05-27,neutral,at_peace,burnout,deeper_faith
c_0004684,u_01406,2025-05-28,neutral,at_peace,confidence,universal
c_0004685,u_01406,2025-05-29,good,at_peace,gratitude,universal
c_0004686,u_01406,2025-05-31,very_low,questioning,relationships,universal
c_0004687,u_01406,2025-06-02,good,at_peace,relationships,light_islamic
c_0004688,u_01406,2025-06-04,neutral,at_peace,confidence,light_islamic
c_0004689,u_01408,2025-03-28,very_low,,burnout,light_islamic
c_0004690,u_01408,2025-04-08,good,distant,self,universal
c_0004691,u_01408,2025-04-14,good,at_peace,work,light_islamic
c_0004692,u_01408,2025-04-17,good,questioning,faith,universal
c_0004693,u_01408,2025-04-18,good,at_peace,relationships,universal
c_0004694,u_01412,2025-01-22,low,,habits,universal
c_0004695,u_01412,2025-01-23,low,,burnout,universal
c_0004696,u_01412,2025-01-24,grateful,,habits,deeper_faith
c_0004697,u_01412,2025-01-30,neutral,at_peace,gratitude,light_islamic
c_0004698,u_01412,2025-01-31,neutral,hurting,gratitude,universal
c_0004699,u_01412,2025-02-01,neutral,distant,gratitude,light_islamic
c_0004700,u_01412,2025-02-02,good,at_peace,burnout,light_islamic
c_0004701,u_01412,2025-02-03,grateful,questioning,purpose,deeper_faith
c_0004702,u_01412,2025-02-08,neutral,distant,work,universal
c_0004703,u_01412,2025-02-15,good,distant,self,light_islamic
c_0004704,u_01413,2025-11-27,good,,self,deeper_faith
c_0004705,u_01413,2025-11-29,very_low,,anxiety,universal
c_0004706,u_01413,2025-12-02,low,questioning,self,light_islamic
c_0004707,u_01413,2025-12-04,good,at_peace,work,light_islamic
c_0004708,u_01413,2025-12-15,neutral,questioning,anxiety,universal
c_0004709,u_01413,2025-12-16,grateful,hurting,work,universal
c_0004710,u_01413,2025-12-26,good,distant,faith,universal
c_0004711,u_01414,2025-01-13,grateful,,relationships,universal
c_0004712,u_01414,2025-01-14,good,,self,light_islamic
c_0004713,u_01414,2025-01-16,neutral,,anxiety,light_islamic
c_0004714,u_01414,2025-01-27,neutral,at_peace,habits,light_islamic
c_0004715,u_01414,2025-02-07,low,at_peace,confidence,universal
c_0004716,u_01415,2025-12-03,low,,work,light_islamic
c_0004717,u_01415,2025-12-07,good,distant,gratitude,deeper_faith
c_0004718,u_01415,2025-12-08,neutral,at_peace,gratitude,universal
c_0004719,u_01415,2025-12-15,very_low,at_peace,purpose,deeper_faith
c_0004720,u_01415,2025-12-20,good,at_peace,faith,light_islamic
c_0004721,u_01415,2025-12-23,neutral,hurting,confidence,universal
c_0004722,u_01415,2025-12-26,low,at_peace,burnout,universal
c_0004723,u_01415,2025-12-27,good,questioning,self,light_islamic
c_0004724,u_01415,2025-12-29,good,hurting,anxiety,light_islamic
c_0004725,u_01419,2025-05-21,good,,faith,universal
c_0004726,u_01419,2025-05-22,good,,gratitude,light_islamic
c_0004727,u_01419,2025-05-24,very_low,,self,universal
c_0004728,u_01419,2025-06-01,good,at_peace,purpose,universal
c_0004729,u_01419,2025-06-05,neutral,questioning,confidence,deeper_faith
c_0004730,u_01419,2025-06-20,neutral,questioning,habits,light_islamic
c_0004731,u_01420,2025-07-05,good,,self,light_islamic
c_0004732,u_01420,2025-07-06,neutral,,relationships,light_islamic
c_0004733,u_01420,2025-07-07,good,,purpose,deeper_faith
c_0004734,u_01420,2025-07-08,good,,burnout,universal
c_0004735,u_01420,2025-07-14,neutral,at_peace,faith,light_islamic
c_0004736,u_01420,2025-07-15,good,questioning,purpose,light_islamic
c_0004737,u_01420,2025-07-18,good,distant,self,light_islamic
c_0004738,u_01420,2025-07-22,grateful,hurting,confidence,universal
c_0004739,u_01420,2025-07-23,neutral,distant,faith,deeper_faith
c_0004740,u_01423,2025-09-14,neutral,,burnout,light_islamic
c_0004741,u_01423,2025-09-16,grateful,,habits,universal
c_0004742,u_01423,2025-09-19,neutral,at_peace,anxiety,universal
c_0004743,u_01423,2025-09-23,low,at_peace,self,universal
c_0004744,u_01423,2025-10-05,low,at_peace,burnout,deeper_faith
c_0004745,u_01423,2025-10-06,grateful,at_peace,relationships,light_islamic
c_0004746,u_01423,2025-10-08,low,distant,confidence,universal
c_0004747,u_01423,2025-10-11,neutral,at_peace,burnout,universal
c_0004748,u_01424,2025-12-22,good,,confidence,deeper_faith
c_0004749,u_01424,2025-12-23,grateful,,burnout,light_islamic
c_0004750,u_01424,2025-12-31,grateful,at_peace,self,universal
c_0004751,u_01424,2026-01-04,neutral,distant,confidence,light_islamic
c_0004752,u_01424,2026-01-05,good,at_peace,purpose,universal
c_0004753,u_01424,2026-01-08,neutral,at_peace,purpose,universal
c_0004754,u_01424,2026-01-15,neutral,at_peace,confidence,universal
c_0004755,u_01425,2025-04-04,grateful,,habits,universal
c_0004756,u_01425,2025-04-08,good,at_peace,burnout,deeper_faith
c_0004757,u_01425,2025-04-09,low,at_peace,habits,light_islamic
c_0004758,u_01425,2025-04-10,good,at_peace,anxiety,deeper_faith
c_0004759,u_01425,2025-04-13,grateful,at_peace,self,light_islamic
c_0004760,u_01425,2025-04-16,neutral,questioning,gratitude,light_islamic
c_0004761,u_01425,2025-04-24,good,at_peace,anxiety,light_islamic
c_0004762,u_01425,2025-04-28,grateful,questioning,relationships,light_islamic
c_0004763,u_01425,2025-05-04,good,hurting,habits,universal
c_0004764,u_01427,2025-04-17,neutral,,faith,universal
c_0004765,u_01427,2025-04-22,good,hurting,burnout,light_islamic
c_0004766,u_01427,2025-04-23,neutral,at_peace,work,light_islamic
c_0004767,u_01427,2025-04-24,grateful,at_peace,burnout,universal
c_0004768,u_01427,2025-05-03,neutral,at_peace,anxiety,light_islamic
c_0004769,u_01427,2025-05-04,good,questioning,purpose,universal
c_0004770,u_01427,2025-05-11,good,questioning,anxiety,deeper_faith
c_0004771,u_01430,2025-10-14,neutral,,relationships,deeper_faith
c_0004772,u_01430,2025-10-22,low,at_peace,habits,deeper_faith
c_0004773,u_01430,2025-10-27,good,at_peace,confidence,light_islamic
c_0004774,u_01430,2025-10-28,low,at_peace,self,deeper_faith
c_0004775,u_01431,2025-08-28,low,,anxiety,universal
c_0004776,u_01431,2025-08-29,good,,habits,deeper_faith
c_0004777,u_01431,2025-08-31,neutral,,habits,deeper_faith
c_0004778,u_01431,2025-09-03,low,at_peace,self,light_islamic
c_0004779,u_01431,2025-09-04,neutral,hurting,burnout,universal
c_0004780,u_01431,2025-09-18,neutral,at_peace,self,universal
c_0004781,u_01431,2025-09-25,good,at_peace,self,light_islamic
c_0004782,u_01436,2025-09-15,good,,gratitude,light_islamic
c_0004783,u_01436,2025-09-16,very_low,,relationships,light_islamic
c_0004784,u_01436,2025-09-23,neutral,at_peace,habits,light_islamic
c_0004785,u_01436,2025-09-24,very_low,at_peace,work,deeper_faith
c_0004786,u_01436,2025-10-02,grateful,questioning,confidence,universal
c_0004787,u_01436,2025-10-03,grateful,at_peace,habits,light_islamic
c_0004788,u_01436,2025-10-04,grateful,at_peace,gratitude,universal
c_0004789,u_01436,2025-10-05,grateful,questioning,faith,universal
c_0004790,u_01436,2025-10-10,grateful,at_peace,gratitude,universal
c_0004791,u_01436,2025-10-15,grateful,hurting,gratitude,light_islamic
c_0004792,u_01438,2025-07-11,very_low,,anxiety,light_islamic
c_0004793,u_01438,2025-07-14,neutral,,burnout,light_islamic
c_0004794,u_01438,2025-07-16,very_low,distant,relationships,deeper_faith
c_0004795,u_01438,2025-07-20,grateful,at_peace,burnout,universal
c_0004796,u_01438,2025-07-21,low,at_peace,relationships,universal
c_0004797,u_01438,2025-08-02,neutral,at_peace,work,universal
c_0004798,u_01444,2025-02-01,good,,confidence,universal
c_0004799,u_01444,2025-02-04,low,,faith,light_islamic
c_0004800,u_01444,2025-02-07,very_low,distant,self,deeper_faith
c_0004801,u_01444,2025-02-13,good,distant,burnout,light_islamic
c_0004802,u_01444,2025-02-15,grateful,distant,purpose,deeper_faith
c_0004803,u_01444,2025-02-19,good,at_peace,anxiety,universal
c_0004804,u_01444,2025-02-20,grateful,questioning,confidence,light_islamic
c_0004805,u_01444,2025-02-24,low,at_peace,faith,universal
c_0004806,u_01444,2025-02-26,low,hurting,gratitude,light_islamic
c_0004807,u_01445,2025-11-05,good,,relationships,light_islamic
c_0004808,u_01445,2025-11-17,low,at_peace,anxiety,light_islamic
c_0004809,u_01445,2025-11-18,good,distant,gratitude,light_islamic
c_0004810,u_01445,2025-11-20,low,distant,self,light_islamic
c_0004811,u_01445,2025-11-21,neutral,at_peace,habits,universal
c_0004812,u_01446,2025-02-21,neutral,,anxiety,deeper_faith
c_0004813,u_01446,2025-02-22,good,,gratitude,light_islamic
c_0004814,u_01446,2025-02-24,neutral,,purpose,light_islamic
c_0004815,u_01446,2025-03-06,neutral,at_peace,purpose,light_islamic
c_0004816,u_01446,2025-03-11,neutral,hurting,relationships,deeper_faith
c_0004817,u_01446,2025-03-17,grateful,distant,confidence,light_islamic
c_0004818,u_01447,2025-10-20,neutral,,faith,universal
c_0004819,u_01447,2025-10-21,grateful,,habits,universal
c_0004820,u_01447,2025-10-28,good,hurting,anxiety,universal
c_0004821,u_01447,2025-11-04,good,questioning,relationships,light_islamic
c_0004822,u_01447,2025-11-17,low,at_peace,confidence,deeper_faith
c_0004823,u_01450,2025-08-27,neutral,,confidence,universal
c_0004824,u_01450,2025-09-06,grateful,questioning,anxiety,light_islamic
c_0004825,u_01450,2025-09-13,grateful,at_peace,habits,light_islamic
c_0004826,u_01450,2025-09-16,good,hurting,purpose,light_islamic
c_0004827,u_01451,2025-07-12,neutral,,anxiety,universal
c_0004828,u_01451,2025-07-13,neutral,,purpose,light_islamic
c_0004829,u_01451,2025-07-14,neutral,,purpose,light_islamic
c_0004830,u_01451,2025-07-18,low,at_peace,burnout,universal
c_0004831,u_01451,2025-07-22,neutral,at_peace,self,light_islamic
c_0004832,u_01451,2025-07-23,good,at_peace,faith,light_islamic
c_0004833,u_01451,2025-07-24,grateful,at_peace,faith,universal
c_0004834,u_01451,2025-07-25,neutral,at_peace,self,deeper_faith
c_0004835,u_01451,2025-07-27,grateful,at_peace,burnout,light_islamic
c_0004836,u_01453,2025-05-03,neutral,,purpose,light_islamic
c_0004837,u_01453,2025-05-04,grateful,,anxiety,universal
c_0004838,u_01453,2025-05-06,neutral,,anxiety,light_islamic
c_0004839,u_01453,2025-05-07,good,at_peace,burnout,light_islamic
c_0004840,u_01453,2025-05-10,low,at_peace,gratitude,universal
c_0004841,u_01453,2025-05-21,neutral,at_peace,gratitude,universal
c_0004842,u_01453,2025-05-26,good,hurting,self,universal
c_0004843,u_01454,2025-12-03,grateful,,anxiety,light_islamic
c_0004844,u_01454,2025-12-07,good,questioning,self,light_islamic
c_0004845,u_01454,2025-12-08,good,distant,relationships,universal
c_0004846,u_01454,2025-12-18,good,distant,purpose,universal
c_0004847,u_01454,2025-12-22,neutral,hurting,anxiety,universal
c_0004848,u_01456,2025-05-31,good,,anxiety,universal
c_0004849,u_01456,2025-06-02,low,,habits,light_islamic
c_0004850,u_01456,2025-06-03,neutral,,gratitude,light_islamic
c_0004851,u_01456,2025-06-09,neutral,distant,faith,universal
c_0004852,u_01456,2025-06-15,good,at_peace,confidence,universal
c_0004853,u_01459,2025-10-14,grateful,,work,universal
c_0004854,u_01459,2025-10-22,neutral,distant,confidence,light_islamic
c_0004855,u_01459,2025-10-26,low,at_peace,confidence,universal
c_0004856,u_01466,2025-10-02,neutral,,faith,universal
c_0004857,u_01466,2025-10-03,low,,gratitude,deeper_faith
c_0004858,u_01466,2025-10-04,good,,gratitude,deeper_faith
c_0004859,u_01466,2025-10-06,good,questioning,confidence,deeper_faith
c_0004860,u_01466,2025-10-21,good,at_peace,anxiety,light_islamic
c_0004861,u_01466,2025-10-22,neutral,at_peace,work,deeper_faith
c_0004862,u_01466,2025-10-30,neutral,distant,purpose,light_islamic
c_0004863,u_01466,2025-10-31,neutral,at_peace,confidence,light_islamic
c_0004864,u_01469,2025-03-19,low,,purpose,universal
c_0004865,u_01469,2025-03-22,good,,faith,universal
c_0004866,u_01469,2025-03-23,low,questioning,habits,light_islamic
c_0004867,u_01469,2025-03-28,good,at_peace,relationships,light_islamic
c_0004868,u_01469,2025-04-01,low,at_peace,burnout,universal
c_0004869,u_01469,2025-04-08,neutral,at_peace,self,light_islamic
c_0004870,u_01469,2025-04-10,grateful,at_peace,anxiety,light_islamic
c_0004871,u_01471,2025-12-02,grateful,,anxiety,universal
c_0004872,u_01471,2025-12-05,low,,burnout,light_islamic
c_0004873,u_01471,2025-12-09,neutral,hurting,relationships,deeper_faith
c_0004874,u_01471,2025-12-14,very_low,hurting,work,light_islamic
c_0004875,u_01471,2025-12-15,good,questioning,habits,universal
c_0004876,u_01471,2025-12-27,good,questioning,purpose,light_islamic
c_0004877,u_01473,2025-07-28,neutral,,gratitude,light_islamic
c_0004878,u_01473,2025-07-31,good,,purpose,universal
c_0004879,u_01473,2025-08-01,grateful,hurting,gratitude,deeper_faith
c_0004880,u_01473,2025-08-06,grateful,distant,relationships,deeper_faith
c_0004881,u_01473,2025-08-11,low,distant,habits,universal
c_0004882,u_01473,2025-08-17,neutral,at_peace,faith,light_islamic
c_0004883,u_01473,2025-08-20,good,distant,purpose,universal
c_0004884,u_01473,2025-08-23,good,distant,relationships,light_islamic
c_0004885,u_01473,2025-08-27,very_low,questioning,relationships,universal
c_0004886,u_01474,2025-07-02,good,,self,universal
c_0004887,u_01474,2025-07-08,good,distant,habits,universal
c_0004888,u_01474,2025-07-09,low,distant,work,universal
c_0004889,u_01474,2025-07-18,neutral,questioning,self,universal
c_0004890,u_01474,2025-07-20,neutral,distant,purpose,universal
c_0004891,u_01474,2025-07-21,low,at_peace,faith,universal
c_0004892,u_01475,2025-01-31,grateful,,faith,deeper_faith
c_0004893,u_01475,2025-02-02,low,,anxiety,light_islamic
c_0004894,u_01475,2025-02-04,good,at_peace,habits,light_islamic
c_0004895,u_01475,2025-02-09,low,at_peace,work,universal
c_0004896,u_01475,2025-02-10,good,at_peace,burnout,light_islamic
c_0004897,u_01475,2025-02-13,neutral,at_peace,self,universal
c_0004898,u_01475,2025-02-15,low,at_peace,confidence,universal
c_0004899,u_01475,2025-02-24,good,questioning,relationships,light_islamic
c_0004900,u_01477,2025-10-17,good,,self,universal
c_0004901,u_01477,2025-10-18,good,,anxiety,universal
c_0004902,u_01477,2025-10-29,neutral,at_peace,habits,light_islamic
c_0004903,u_01477,2025-11-04,good,distant,confidence,deeper_faith
c_0004904,u_01477,2025-11-06,very_low,at_peace,confidence,deeper_faith
c_0004905,u_01480,2025-01-16,very_low,,relationships,light_islamic
c_0004906,u_01480,2025-01-17,good,,gratitude,deeper_faith
c_0004907,u_01480,2025-01-19,low,,purpose,deeper_faith
c_0004908,u_01480,2025-01-24,neutral,at_peace,habits,universal
c_0004909,u_01480,2025-02-06,good,at_peace,confidence,universal
c_0004910,u_01480,2025-02-09,very_low,at_peace,faith,light_islamic
c_0004911,u_01480,2025-02-13,good,questioning,anxiety,universal
c_0004912,u_01485,2025-08-21,good,,faith,universal
c_0004913,u_01485,2025-08-22,grateful,,habits,deeper_faith
c_0004914,u_01485,2025-08-23,neutral,,habits,light_islamic
c_0004915,u_01485,2025-08-27,neutral,at_peace,anxiety,universal
c_0004916,u_01485,2025-08-28,grateful,at_peace,purpose,light_islamic
c_0004917,u_01485,2025-09-01,low,distant,faith,light_islamic
c_0004918,u_01485,2025-09-06,neutral,at_peace,anxiety,universal
c_0004919,u_01485,2025-09-09,neutral,questioning,burnout,universal
c_0004920,u_01485,2025-09-12,good,hurting,burnout,light_islamic
c_0004921,u_01486,2025-12-04,grateful,,anxiety,light_islamic
c_0004922,u_01486,2025-12-06,grateful,,confidence,light_islamic
c_0004923,u_01486,2025-12-08,neutral,at_peace,burnout,light_islamic
c_0004924,u_01486,2025-12-13,grateful,distant,faith,universal
c_0004925,u_01486,2025-12-20,good,at_peace,work,universal
c_0004926,u_01486,2025-12-24,neutral,at_peace,work,universal
c_0004927,u_01486,2025-12-25,neutral,questioning,habits,universal
c_0004928,u_01486,2025-12-26,low,distant,faith,deeper_faith
c_0004929,u_01486,2025-12-27,good,questioning,gratitude,deeper_faith
c_0004930,u_01487,2025-02-09,good,,relationships,deeper_faith
c_0004931,u_01487,2025-02-11,neutral,,purpose,deeper_faith
c_0004932,u_01487,2025-02-12,good,,anxiety,light_islamic
c_0004933,u_01487,2025-02-17,neutral,at_peace,burnout,universal
c_0004934,u_01487,2025-03-03,good,questioning,purpose,universal
c_0004935,u_01489,2025-01-19,good,,purpose,deeper_faith
c_0004936,u_01489,2025-01-20,good,,confidence,universal
c_0004937,u_01489,2025-01-21,neutral,,work,deeper_faith
c_0004938,u_01489,2025-01-27,grateful,at_peace,relationships,light_islamic
c_0004939,u_01489,2025-01-28,low,at_peace,gratitude,light_islamic
c_0004940,u_01489,2025-01-29,good,at_peace,faith,deeper_faith
c_0004941,u_01489,2025-01-31,good,distant,self,light_islamic
c_0004942,u_01489,2025-02-08,neutral,at_peace,faith,light_islamic
c_0004943,u_01489,2025-02-11,grateful,at_peace,anxiety,light_islamic
c_0004944,u_01489,2025-02-15,good,at_peace,purpose,light_islamic
c_0004945,u_01490,2025-09-17,low,,gratitude,universal
c_0004946,u_01490,2025-09-29,low,distant,work,universal
c_0004947,u_01490,2025-10-05,neutral,distant,anxiety,deeper_faith
c_0004948,u_01490,2025-10-10,neutral,at_peace,burnout,universal
c_0004949,u_01492,2025-01-18,neutral,,faith,universal
c_0004950,u_01492,2025-01-23,very_low,hurting,habits,universal
c_0004951,u_01492,2025-01-24,good,at_peace,gratitude,light_islamic
