entry_id,user_id,created_at,mood,topic,tone,faith_state,word_count,sentiment_score,sentiment_label,sentiment_analyzed
j_0003225,u_01313,2026-01-05 08:01:00,low,purpose,light_islamic,hurting,63,-0.347,negative,True
j_0003226,u_01313,2026-01-09 09:50:00,grateful,work,light_islamic,at_peace,342,0.532,positive,True
j_0003227,u_01313,2026-01-14 12:50:00,good,relationships,universal,at_peace,147,0.442,positive,True
j_0003228,u_01323,2025-03-16 14:30:00,good,purpose,universal,,71,0.394,positive,True
j_0003229,u_01323,2025-03-17 08:59:00,grateful,faith,universal,,190,0.194,positive,True
j_0003230,u_01323,2025-03-21 12:05:00,very_low,anxiety,light_islamic,questioning,34,0.236,positive,True
j_0003231,u_01323,2025-03-24 10:46:00,good,work,deeper_faith,questioning,55,0.348,positive,True
j_0003232,u_01323,2025-03-28 07:31:00,grateful,gratitude,universal,at_peace,84,0.728,positive,True
j_0003233,u_01323,2025-03-31 13:02:00,good,work,universal,at_peace,28,0.394,positive,True
j_0003234,u_01323,2025-04-02 15:54:00,grateful,work,universal,at_peace,36,0.208,positive,True
j_0003235,u_01323,2025-04-11 14:47:00,neutral,habits,light_islamic,distant,70,0.116,neutral,True
j_0003236,u_01323,2025-04-13 09:37:00,good,relationships,universal,at_peace,110,0.073,neutral,True
j_0003237,u_01328,2025-11-10 10:06:00,neutral,work,light_islamic,,22,0.12,neutral,True
j_0003238,u_01328,2025-11-11 19:06:00,neutral,habits,universal,,157,0.151,positive,True
j_0003239,u_01328,2025-11-12 17:26:00,good,burnout,deeper_faith,,181,0.015,neutral,True
j_0003240,u_01328,2025-11-13 22:19:00,neutral,confidence,deeper_faith,,64,-0.224,negative,True
j_0003241,u_01328,2025-11-16 17:12:00,neutral,confidence,universal,questioning,21,-0.005,neutral,True
j_0003242,u_01328,2025-11-19 08:37:00,good,faith,deeper_faith,at_peace,93,0.239,positive,True
j_0003243,u_01328,2025-11-20 21:48:00,neutral,work,universal,at_peace,112,-0.253,negative,True
j_0003244,u_01328,2025-11-21 07:22:00,good,anxiety,universal,distant,126,0.516,positive,True
j_0003245,u_01328,2025-11-29 13:43:00,neutral,relationships,light_islamic,questioning,58,-0.294,negative,True
j_0003246,u_01330,2025-06-20 22:21:00,good,anxiety,light_islamic,,37,0.504,positive,True
j_0003247,u_01330,2025-06-21 18:17:00,good,burnout,universal,,30,0.214,positive,True
j_0003248,u_01330,2025-06-30 10:00:00,neutral,self,light_islamic,distant,151,-0.076,neutral,True
j_0003249,u_01330,2025-07-04 14:35:00,neutral,habits,universal,questioning,139,-0.012,neutral,True
j_0003250,u_01330,2025-07-08 20:09:00,grateful,work,universal,at_peace,92,0.538,positive,True
j_0003251,u_01330,2025-07-17 07:51:00,good,confidence,light_islamic,at_peace,62,0.249,positive,True
j_0003252,u_01330,2025-07-19 08:26:00,low,self,universal,distant,92,-0.124,neutral,True
j_0003253,u_01331,2025-10-01 09:00:00,good,self,universal,,47,0.585,positive,True
j_0003254,u_01331,2025-10-02 16:45:00,grateful,confidence,light_islamic,,33,0.341,positive,True
j_0003255,u_01331,2025-10-06 13:54:00,good,purpose,universal,distant,16,-0.046,neutral,True
j_0003256,u_01331,2025-10-07 21:24:00,grateful,work,deeper_faith,at_peace,46,0.578,positive,True
j_0003257,u_01331,2025-10-11 12:12:00,good,faith,light_islamic,at_peace,53,0.09,neutral,True
j_0003258,u_01331,2025-10-26 15:36:00,neutral,gratitude,light_islamic,at_peace,150,0.178,positive,True
j_0003259,u_01331,2025-10-31 08:29:00,neutral,confidence,light_islamic,questioning,86,0.482,positive,True
j_0003260,u_01332,2025-03-13 21:09:00,neutral,confidence,light_islamic,,109,-0.184,negative,True
j_0003261,u_01332,2025-03-21 20:12:00,very_low,self,universal,questioning,165,-0.82,negative,True
j_0003262,u_01332,2025-03-22 08:21:00,neutral,work,light_islamic,distant,65,0.01,neutral,True
j_0003263,u_01332,2025-03-28 21:01:00,neutral,purpose,light_islamic,at_peace,186,0.214,positive,True
j_0003264,u_01332,2025-04-02 21:56:00,grateful,habits,universal,at_peace,58,0.616,positive,True
j_0003265,u_01332,2025-04-06 21:16:00,low,purpose,light_islamic,at_peace,25,-0.237,negative,True
j_0003266,u_01333,2025-02-07 10:27:00,good,confidence,universal,,75,0.049,neutral,True
j_0003267,u_01333,2025-02-13 10:20:00,neutral,burnout,universal,at_peace,26,0.05,neutral,True
j_0003268,u_01333,2025-02-14 08:17:00,grateful,work,universal,at_peace,26,0.349,positive,True
j_0003269,u_01333,2025-02-17 11:15:00,neutral,work,light_islamic,distant,76,-0.277,negative,True
j_0003270,u_01333,2025-02-18 17:56:00,good,work,light_islamic,at_peace,50,0.253,positive,True
j_0003271,u_01333,2025-02-22 11:38:00,neutral,relationships,light_islamic,questioning,32,-0.592,negative,True
j_0003272,u_01334,2025-11-27 08:38:00,neutral,faith,universal,,31,-0.091,neutral,True
j_0003273,u_01334,2025-12-01 19:15:00,good,gratitude,light_islamic,questioning,39,0.052,neutral,True
j_0003274,u_01334,2025-12-02 21:41:00,very_low,work,light_islamic,questioning,109,-0.52,negative,True
j_0003275,u_01334,2025-12-04 13:45:00,very_low,burnout,light_islamic,distant,76,-0.677,negative,True
j_0003276,u_01334,2025-12-10 08:56:00,neutral,faith,deeper_faith,at_peace,63,0.495,positive,True
j_0003277,u_01336,2025-12-14 15:07:00,grateful,work,universal,,128,0.449,positive,True
j_0003278,u_01336,2025-12-16 16:41:00,low,self,light_islamic,,94,-0.205,negative,True
j_0003279,u_01336,2025-12-17 08:25:00,neutral,purpose,universal,,268,-0.116,neutral,True
j_0003280,u_01336,2025-12-26 16:24:00,good,gratitude,light_islamic,at_peace,115,0.403,positive,True
j_0003281,u_01336,2025-12-27 15:02:00,good,self,light_islamic,questioning,94,0.376,positive,True
j_0003282,u_01337,2025-04-27 16:23:00,neutral,purpose,universal,,118,-0.038,neutral,True
j_0003283,u_01337,2025-04-28 17:09:00,low,work,light_islamic,,29,-0.192,negative,True
j_0003284,u_01337,2025-05-09 20:41:00,neutral,faith,light_islamic,at_peace,53,-0.104,neutral,True
j_0003285,u_01337,2025-05-10 09:08:00,good,relationships,light_islamic,distant,99,0.156,positive,True
j_0003286,u_01338,2025-12-04 12:37:00,good,relationships,light_islamic,,17,0.23,positive,True
j_0003287,u_01338,2025-12-08 08:53:00,very_low,habits,deeper_faith,at_peace,42,-0.821,negative,True
j_0003288,u_01338,2025-12-11 12:20:00,good,burnout,universal,questioning,57,0.231,positive,True
j_0003289,u_01338,2025-12-19 13:04:00,neutral,confidence,deeper_faith,distant,27,0.156,positive,True
j_0003290,u_01338,2026-01-03 19:16:00,good,relationships,universal,questioning,13,0.417,positive,True
j_0003291,u_01341,2025-01-21 12:22:00,good,habits,deeper_faith,,17,0.583,positive,True
j_0003292,u_01341,2025-01-31 19:15:00,low,gratitude,light_islamic,at_peace,107,-0.233,negative,True
j_0003293,u_01341,2025-02-02 08:03:00,grateful,purpose,universal,distant,94,0.683,positive,True
j_0003294,u_01341,2025-02-06 17:09:00,neutral,burnout,light_islamic,at_peace,46,0.26,positive,True
j_0003295,u_01341,2025-02-18 21:48:00,neutral,gratitude,universal,questioning,117,0.609,positive,True
j_0003296,u_01342,2025-12-30 13:43:00,low,habits,light_islamic,,64,-0.329,negative,True
j_0003297,u_01342,2026-01-06 11:38:00,good,faith,universal,at_peace,64,-0.222,negative,True
j_0003298,u_01342,2026-01-08 20:26:00,neutral,habits,light_islamic,questioning,18,-0.015,neutral,True
j_0003299,u_01342,2026-01-09 07:27:00,good,work,light_islamic,at_peace,58,0.386,positive,True
j_0003300,u_01342,2026-01-29 18:03:00,grateful,burnout,universal,at_peace,75,0.574,positive,True
j_0003301,u_01343,2025-07-30 10:03:00,grateful,confidence,universal,,125,0.678,positive,True
j_0003302,u_01343,2025-08-10 19:20:00,good,gratitude,light_islamic,distant,269,0.784,positive,True
j_0003303,u_01343,2025-08-20 15:05:00,good,relationships,deeper_faith,questioning,51,0.114,neutral,True
j_0003304,u_01343,2025-08-23 10:41:00,neutral,burnout,universal,hurting,28,-0.033,neutral,True
j_0003305,u_01343,2025-08-24 19:11:00,low,habits,universal,distant,108,-0.189,negative,True
j_0003306,u_01346,2025-04-07 12:46:00,grateful,faith,light_islamic,,54,0.551,positive,True
j_0003307,u_01346,2025-04-12 14:54:00,neutral,purpose,light_islamic,at_peace,125,0.218,positive,True
j_0003308,u_01346,2025-04-14 15:39:00,good,anxiety,light_islamic,at_peace,58,0.24,positive,True
j_0003309,u_01346,2025-04-19 20:36:00,neutral,gratitude,light_islamic,at_peace,64,-0.196,negative,True
j_0003310,u_01346,2025-05-06 12:58:00,neutral,gratitude,light_islamic,distant,62,0.439,positive,True
j_0003311,u_01346,2025-05-07 16:12:00,neutral,anxiety,universal,at_peace,106,-0.152,negative,True
j_0003312,u_01347,2025-08-03 10:38:00,neutral,confidence,light_islamic,,47,-0.065,neutral,True
j_0003313,u_01347,2025-08-04 20:53:00,good,gratitude,universal,,252,0.766,positive,True
j_0003314,u_01347,2025-08-07 10:55:00,grateful,faith,light_islamic,at_peace,96,0.528,positive,True
j_0003315,u_01347,2025-08-10 20:59:00,neutral,anxiety,deeper_faith,distant,30,0.42,positive,True
j_0003316,u_01347,2025-08-21 13:26:00,good,faith,universal,questioning,110,0.087,neutral,True
j_0003317,u_01347,2025-08-22 13:30:00,very_low,anxiety,universal,hurting,462,-0.282,negative,True
j_0003318,u_01347,2025-08-24 08:24:00,good,faith,universal,distant,28,0.146,neutral,True
j_0003319,u_01347,2025-08-28 17:40:00,grateful,work,universal,distant,191,0.869,positive,True
j_0003320,u_01348,2025-04-07 19:43:00,grateful,burnout,light_islamic,,275,0.477,positive,True
j_0003321,u_01348,2025-04-17 13:27:00,good,gratitude,deeper_faith,distant,78,0.372,positive,True
j_0003322,u_01348,2025-04-20 11:04:00,neutral,confidence,light_islamic,distant,34,0.117,neutral,True
j_0003323,u_01350,2025-11-11 11:02:00,grateful,self,light_islamic,,126,0.606,positive,True
j_0003324,u_01350,2025-11-17 17:46:00,very_low,confidence,universal,at_peace,105,-0.95,negative,True
j_0003325,u_01350,2025-11-20 21:44:00,neutral,habits,light_islamic,distant,23,-0.188,negative,True
j_0003326,u_01350,2025-11-22 09:04:00,good,faith,light_islamic,at_peace,187,0.138,neutral,True
j_0003327,u_01351,2025-04-26 20:38:00,low,gratitude,light_islamic,,35,-0.033,neutral,True
j_0003328,u_01351,2025-05-05 20:10:00,neutral,relationships,deeper_faith,at_peace,40,0.143,neutral,True
j_0003329,u_01351,2025-05-08 11:49:00,good,purpose,deeper_faith,questioning,59,0.379,positive,True
j_0003330,u_01354,2025-04-12 07:35:00,grateful,confidence,light_islamic,,46,0.636,positive,True
j_0003331,u_01354,2025-04-15 20:54:00,grateful,work,universal,,140,0.247,positive,True
j_0003332,u_01354,2025-04-25 17:46:00,grateful,habits,universal,at_peace,96,0.643,positive,True
j_0003333,u_01354,2025-04-29 17:11:00,good,confidence,universal,at_peace,108,0.469,positive,True
j_0003334,u_01354,2025-05-02 19:50:00,good,purpose,light_islamic,distant,19,0.715,positive,True
j_0003335,u_01355,2025-03-01 18:42:00,good,relationships,universal,,186,-0.073,neutral,True
j_0003336,u_01355,2025-03-05 11:51:00,good,purpose,light_islamic,at_peace,60,0.244,positive,True
j_0003337,u_01355,2025-03-21 20:20:00,good,purpose,deeper_faith,at_peace,136,0.428,positive,True
j_0003338,u_01355,2025-03-22 18:34:00,grateful,anxiety,universal,at_peace,106,0.487,positive,True
j_0003339,u_01355,2025-03-29 18:05:00,good,faith,light_islamic,at_peace,53,0.283,positive,True
j_0003340,u_01357,2025-10-02 08:51:00,neutral,faith,universal,at_peace,38,0.228,positive,True
j_0003341,u_01358,2025-07-13 17:50:00,good,burnout,light_islamic,,21,0.582,positive,True
j_0003342,u_01358,2025-07-20 21:55:00,neutral,self,deeper_faith,questioning,135,-0.124,neutral,True
j_0003343,u_01358,2025-07-21 18:27:00,neutral,gratitude,light_islamic,at_peace,29,-0.354,negative,True
j_0003344,u_01358,2025-07-25 18:46:00,neutral,confidence,universal,at_peace,146,0.208,positive,True
j_0003345,u_01358,2025-07-30 19:01:00,neutral,faith,light_islamic,at_peace,55,0.012,neutral,True
j_0003346,u_01361,2025-07-21 07:40:00,neutral,self,universal,distant,43,-0.029,neutral,True
j_0003347,u_01361,2025-07-25 08:29:00,neutral,gratitude,light_islamic,questioning,34,0.13,neutral,True
j_0003348,u_01361,2025-07-26 14:38:00,good,relationships,light_islamic,distant,83,0.403,positive,True
j_0003349,u_01361,2025-07-27 20:27:00,low,faith,deeper_faith,at_peace,18,-0.289,negative,True
j_0003350,u_01361,2025-08-05 13:25:00,good,faith,light_islamic,at_peace,24,-0.002,neutral,True
j_0003351,u_01361,2025-08-06 10:47:00,grateful,self,light_islamic,at_peace,24,0.697,positive,True
j_0003352,u_01362,2025-02-21 21:14:00,good,self,universal,,100,0.381,positive,True
j_0003353,u_01362,2025-03-04 14:55:00,good,anxiety,light_islamic,at_peace,75,0.062,neutral,True
j_0003354,u_01362,2025-03-14 12:38:00,neutral,work,light_islamic,questioning,218,-0.085,neutral,True
j_0003355,u_01362,2025-03-15 16:24:00,good,relationships,universal,hurting,143,0.578,positive,True
j_0003356,u_01363,2025-02-18 11:53:00,grateful,burnout,light_islamic,,107,0.269,positive,True
j_0003357,u_01363,2025-02-26 16:35:00,neutral,anxiety,universal,questioning,198,0.092,neutral,True
j_0003358,u_01363,2025-03-05 10:30:00,neutral,gratitude,deeper_faith,distant,67,0.058,neutral,True
j_0003359,u_01363,2025-03-13 12:16:00,neutral,purpose,light_islamic,distant,72,-0.426,negative,True
j_0003360,u_01363,2025-03-15 19:44:00,low,relationships,deeper_faith,at_peace,49,-0.224,negative,True
j_0003361,u_01365,2025-06-04 14:21:00,grateful,confidence,deeper_faith,,20,0.554,positive,True
j_0003362,u_01365,2025-06-11 14:28:00,neutral,work,deeper_faith,at_peace,106,-0.074,neutral,True
j_0003363,u_01365,2025-06-13 16:37:00,neutral,faith,universal,distant,49,0.097,neutral,True
j_0003364,u_01365,2025-06-25 15:04:00,neutral,work,light_islamic,questioning,23,0.024,neutral,True
j_0003365,u_01365,2025-07-02 13:15:00,low,habits,universal,at_peace,33,0.031,neutral,True
j_0003366,u_01366,2025-10-09 18:33:00,neutral,purpose,light_islamic,,23,-0.227,negative,True
j_0003367,u_01366,2025-10-10 19:58:00,neutral,purpose,light_islamic,,76,0.058,neutral,True
j_0003368,u_01366,2025-10-12 12:45:00,low,faith,deeper_faith,,58,-0.395,negative,True
j_0003369,u_01366,2025-10-16 13:44:00,neutral,habits,universal,at_peace,124,0.226,positive,True
j_0003370,u_01366,2025-10-23 11:20:00,neutral,confidence,universal,distant,166,0.332,positive,True
j_0003371,u_01366,2025-10-25 13:53:00,neutral,confidence,universal,distant,116,0.163,positive,True
j_0003372,u_01366,2025-10-29 21:17:00,grateful,faith,light_islamic,distant,139,0.718,positive,True
j_0003373,u_01367,2025-05-17 22:10:00,grateful,faith,light_islamic,,79,0.265,positive,True
j_0003374,u_01367,2025-05-18 20:29:00,grateful,gratitude,universal,at_peace,205,0.199,positive,True
j_0003375,u_01367,2025-05-20 18:39:00,low,anxiety,universal,at_peace,22,-0.16,negative,True
j_0003376,u_01367,2025-05-21 19:45:00,good,faith,deeper_faith,distant,59,0.298,positive,True
j_0003377,u_01367,2025-05-24 11:38:00,good,self,light_islamic,at_peace,55,0.673,positive,True
j_0003378,u_01370,2025-12-21 07:54:00,neutral,relationships,universal,,41,-0.113,neutral,True
j_0003379,u_01370,2026-01-01 18:23:00,neutral,purpose,light_islamic,hurting,111,-0.295,negative,True
j_0003380,u_01370,2026-01-03 22:13:00,good,work,universal,at_peace,101,-0.151,negative,True
j_0003381,u_01370,2026-01-15 11:36:00,good,self,universal,distant,123,0.06,neutral,True
j_0003382,u_01371,2025-04-23 17:12:00,low,anxiety,universal,,46,-0.402,negative,True
j_0003383,u_01371,2025-04-30 18:36:00,good,purpose,universal,hurting,18,-0.379,negative,True
j_0003384,u_01371,2025-05-08 22:08:00,neutral,habits,universal,questioning,93,-0.225,negative,True
j_0003385,u_01371,2025-05-13 11:47:00,low,relationships,universal,distant,117,-0.27,negative,True
j_0003386,u_01372,2025-08-06 09:40:00,good,work,light_islamic,,62,0.433,positive,True
j_0003387,u_01372,2025-08-11 14:10:00,neutral,gratitude,light_islamic,questioning,141,0.016,neutral,True
j_0003388,u_01372,2025-08-12 17:25:00,good,faith,universal,distant,68,0.722,positive,True
j_0003389,u_01372,2025-08-13 20:07:00,neutral,faith,universal,distant,16,0.066,neutral,True
j_0003390,u_01372,2025-08-14 12:52:00,good,relationships,universal,questioning,79,0.657,positive,True
j_0003391,u_01372,2025-08-30 12:59:00,grateful,relationships,light_islamic,at_peace,77,0.53,positive,True
j_0003392,u_01374,2025-10-20 14:03:00,low,faith,light_islamic,,114,-0.933,negative,True
j_0003393,u_01374,2025-10-23 07:56:00,neutral,faith,universal,,107,-0.366,negative,True
j_0003394,u_01374,2025-10-29 18:45:00,low,work,light_islamic,at_peace,52,0.193,positive,True
j_0003395,u_01374,2025-11-05 19:37:00,good,relationships,deeper_faith,at_peace,25,0.34,positive,True
j_0003396,u_01374,2025-11-06 09:12:00,good,self,universal,questioning,54,0.114,neutral,True
j_0003397,u_01374,2025-11-08 19:12:00,good,habits,deeper_faith,at_peace,93,0.212,positive,True
j_0003398,u_01374,2025-11-13 16:28:00,low,habits,universal,at_peace,111,-0.182,negative,True
j_0003399,u_01374,2025-11-16 18:26:00,very_low,confidence,universal,at_peace,95,-0.677,negative,True
j_0003400,u_01375,2025-06-19 18:08:00,neutral,anxiety,universal,,46,0.219,positive,True
j_0003401,u_01375,2025-06-21 17:41:00,good,work,deeper_faith,at_peace,215,0.871,positive,True
j_0003402,u_01375,2025-06-29 08:09:00,neutral,relationships,light_islamic,questioning,68,-0.074,neutral,True
j_0003403,u_01375,2025-07-01 09:37:00,very_low,purpose,light_islamic,at_peace,104,-0.419,negative,True
j_0003404,u_01376,2025-10-29 08:07:00,good,work,light_islamic,,71,0.119,neutral,True
j_0003405,u_01376,2025-11-01 10:20:00,good,work,universal,,25,0.506,positive,True
j_0003406,u_01376,2025-11-02 21:49:00,grateful,relationships,light_islamic,questioning,81,0.454,positive,True
j_0003407,u_01376,2025-11-05 12:37:00,grateful,relationships,universal,at_peace,58,0.238,positive,True
j_0003408,u_01376,2025-11-08 13:25:00,good,faith,light_islamic,hurting,147,0.492,positive,True
j_0003409,u_01376,2025-11-10 10:59:00,very_low,confidence,light_islamic,at_peace,115,-0.716,negative,True
j_0003410,u_01376,2025-11-11 19:12:00,low,faith,light_islamic,at_peace,64,-0.573,negative,True
j_0003411,u_01376,2025-11-14 21:52:00,good,habits,universal,questioning,40,0.07,neutral,True
j_0003412,u_01376,2025-11-18 10:19:00,grateful,gratitude,light_islamic,at_peace,49,0.513,positive,True
j_0003413,u_01376,2025-11-25 11:27:00,good,work,deeper_faith,questioning,97,0.106,neutral,True
j_0003414,u_01376,2025-11-28 12:59:00,good,confidence,universal,distant,119,0.576,positive,True
j_0003415,u_01377,2025-03-08 13:55:00,good,relationships,light_islamic,,54,0.666,positive,True
j_0003416,u_01377,2025-03-09 10:26:00,neutral,habits,universal,,62,0.063,neutral,True
j_0003417,u_01377,2025-03-10 11:44:00,neutral,self,universal,,289,-0.321,negative,True
j_0003418,u_01377,2025-03-12 21:17:00,neutral,confidence,universal,at_peace,60,-0.209,negative,True
j_0003419,u_01377,2025-03-15 20:28:00,good,purpose,light_islamic,questioning,115,0.047,neutral,True
j_0003420,u_01377,2025-03-19 21:18:00,low,work,deeper_faith,distant,75,-0.139,neutral,True
j_0003421,u_01377,2025-03-20 08:40:00,neutral,faith,light_islamic,at_peace,110,0.169,positive,True
j_0003422,u_01377,2025-03-26 18:29:00,neutral,habits,universal,distant,78,0.205,positive,True
j_0003423,u_01377,2025-03-31 07:58:00,good,gratitude,universal,at_peace,80,0.52,positive,True
j_0003424,u_01379,2025-12-08 09:45:00,good,burnout,universal,,78,0.569,positive,True
j_0003425,u_01379,2025-12-10 22:13:00,neutral,anxiety,light_islamic,,172,-0.211,negative,True
j_0003426,u_01379,2025-12-13 14:00:00,neutral,work,deeper_faith,at_peace,14,-0.09,neutral,True
j_0003427,u_01379,2025-12-20 12:53:00,neutral,anxiety,universal,at_peace,134,0.299,positive,True
j_0003428,u_01379,2025-12-22 14:46:00,neutral,work,universal,questioning,118,0.119,neutral,True
j_0003429,u_01379,2025-12-27 19:21:00,very_low,habits,universal,at_peace,40,-0.409,negative,True
j_0003430,u_01380,2025-03-09 12:06:00,good,anxiety,light_islamic,,197,0.305,positive,True
j_0003431,u_01380,2025-03-21 13:06:00,neutral,habits,deeper_faith,at_peace,246,-0.063,neutral,True
j_0003432,u_01380,2025-04-06 17:49:00,grateful,gratitude,universal,at_peace,79,0.482,positive,True
j_0003433,u_01381,2025-10-05 20:24:00,low,confidence,light_islamic,,128,-0.588,negative,True
j_0003434,u_01381,2025-10-18 09:12:00,very_low,burnout,deeper_faith,at_peace,58,-0.746,negative,True
j_0003435,u_01381,2025-10-29 19:09:00,neutral,gratitude,universal,at_peace,286,-0.156,negative,True
j_0003436,u_01381,2025-11-03 18:05:00,grateful,burnout,light_islamic,at_peace,50,0.448,positive,True
j_0003437,u_01384,2025-04-20 18:39:00,grateful,self,light_islamic,,256,0.235,positive,True
j_0003438,u_01384,2025-04-21 07:49:00,good,work,deeper_faith,,138,0.564,positive,True
j_0003439,u_01384,2025-04-22 21:24:00,low,purpose,universal,,101,-0.245,negative,True
j_0003440,u_01384,2025-05-05 17:04:00,grateful,self,universal,at_peace,71,0.284,positive,True
j_0003441,u_01384,2025-05-07 16:08:00,good,habits,universal,at_peace,92,0.52,positive,True
j_0003442,u_01384,2025-05-15 17:34:00,grateful,faith,universal,at_peace,62,0.417,positive,True
j_0003443,u_01388,2025-08-29 10:29:00,good,burnout,universal,,224,0.15,positive,True
j_0003444,u_01388,2025-08-30 16:25:00,neutral,confidence,light_islamic,,100,0.012,neutral,True
j_0003445,u_01388,2025-09-01 11:42:00,low,gratitude,universal,,203,-0.388,negative,True
j_0003446,u_01388,2025-09-23 21:12:00,grateful,relationships,light_islamic,at_peace,51,0.272,positive,True
j_0003447,u_01388,2025-09-24 09:34:00,neutral,self,universal,at_peace,89,-0.227,negative,True
j_0003448,u_01391,2025-05-31 21:54:00,good,gratitude,universal,,21,0.495,positive,True
j_0003449,u_01391,2025-06-01 07:46:00,neutral,habits,universal,,68,0.556,positive,True
j_0003450,u_01391,2025-06-06 12:39:00,grateful,faith,light_islamic,at_peace,88,0.587,positive,True
j_0003451,u_01391,2025-06-11 11:43:00,good,relationships,universal,at_peace,82,0.383,positive,True
j_0003452,u_01391,2025-06-15 19:11:00,neutral,faith,universal,distant,136,0.015,neutral,True
j_0003453,u_01391,2025-06-19 10:19:00,grateful,self,universal,at_peace,155,0.493,positive,True
j_0003454,u_01391,2025-06-27 15:11:00,grateful,gratitude,deeper_faith,questioning,73,0.564,positive,True
j_0003455,u_01391,2025-06-29 12:49:00,good,confidence,universal,at_peace,41,0.288,positive,True
j_0003456,u_01392,2025-09-20 19:54:00,very_low,purpose,light_islamic,,115,-0.399,negative,True
j_0003457,u_01392,2025-09-21 10:45:00,grateful,anxiety,universal,,29,0.521,positive,True
j_0003458,u_01392,2025-09-27 13:20:00,good,burnout,light_islamic,at_peace,41,0.985,positive,True
j_0003459,u_01392,2025-09-29 09:29:00,grateful,self,universal,distant,24,0.589,positive,True
j_0003460,u_01392,2025-10-10 19:45:00,neutral,anxiety,universal,distant,36,-0.195,negative,True
j_0003461,u_01393,2025-11-04 08:56:00,good,gratitude,deeper_faith,,109,0.383,positive,True
j_0003462,u_01393,2025-11-05 20:56:00,good,self,universal,,48,0.069,neutral,True
j_0003463,u_01393,2025-11-10 16:47:00,neutral,work,deeper_faith,distant,67,-0.04,neutral,True
j_0003464,u_01393,2025-11-13 21:31:00,neutral,habits,light_islamic,distant,52,0.058,neutral,True
j_0003465,u_01393,2025-11-21 11:24:00,good,relationships,deeper_faith,questioning,83,0.513,positive,True
j_0003466,u_01395,2025-06-26 14:23:00,good,burnout,light_islamic,at_peace,115,0.1,neutral,True
j_0003467,u_01395,2025-06-28 21:58:00,grateful,habits,universal,questioning,86,0.338,positive,True
j_0003468,u_01395,2025-06-29 13:58:00,neutral,faith,light_islamic,distant,129,0.306,positive,True
j_0003469,u_01395,2025-07-06 15:34:00,grateful,purpose,light_islamic,questioning,173,0.97,positive,True
j_0003470,u_01395,2025-07-07 20:36:00,good,anxiety,universal,questioning,149,0.529,positive,True
j_0003471,u_01395,2025-07-13 15:11:00,good,work,universal,questioning,147,0.065,neutral,True
j_0003472,u_01395,2025-07-22 10:06:00,low,gratitude,universal,at_peace,91,-0.663,negative,True
j_0003473,u_01396,2025-12-19 15:03:00,good,relationships,deeper_faith,distant,27,-0.088,neutral,True
j_0003474,u_01396,2025-12-20 13:30:00,good,purpose,deeper_faith,questioning,75,0.266,positive,True
j_0003475,u_01396,2025-12-25 21:55:00,grateful,confidence,light_islamic,at_peace,125,0.257,positive,True
j_0003476,u_01396,2025-12-31 18:50:00,neutral,relationships,universal,at_peace,117,-0.192,negative,True
j_0003477,u_01397,2025-01-09 22:11:00,neutral,habits,light_islamic,,76,0.036,neutral,True
j_0003478,u_01397,2025-01-22 15:07:00,good,confidence,universal,hurting,52,0.701,positive,True
j_0003479,u_01397,2025-02-02 18:52:00,good,purpose,deeper_faith,at_peace,24,0.221,positive,True
j_0003480,u_01399,2025-07-25 11:44:00,good,gratitude,light_islamic,,223,0.211,positive,True
j_0003481,u_01399,2025-07-31 09:37:00,low,purpose,deeper_faith,hurting,228,-0.158,negative,True
j_0003482,u_01399,2025-08-05 17:21:00,neutral,burnout,light_islamic,questioning,107,-0.262,negative,True
j_0003483,u_01399,2025-08-09 17:26:00,neutral,confidence,light_islamic,distant,71,0.143,neutral,True
j_0003484,u_01401,2025-01-05 19:22:00,grateful,purpose,light_islamic,,52,0.205,positive,True
j_0003485,u_01401,2025-01-11 10:14:00,good,habits,universal,at_peace,71,0.162,positive,True
j_0003486,u_01401,2025-01-12 19:33:00,good,faith,universal,questioning,37,0.333,positive,True
j_0003487,u_01401,2025-01-15 12:23:00,grateful,burnout,universal,distant,71,-0.012,neutral,True
j_0003488,u_01401,2025-01-17 16:20:00,grateful,self,universal,at_peace,116,0.396,positive,True
j_0003489,u_01401,2025-01-18 12:45:00,neutral,relationships,deeper_faith,at_peace,12,-0.15,neutral,True
j_0003490,u_01402,2025-03-03 13:26:00,neutral,relationships,light_islamic,,76,-0.128,neutral,True
j_0003491,u_01402,2025-03-25 08:04:00,good,gratitude,universal,distant,30,0.228,positive,True
j_0003492,u_01403,2025-08-16 18:47:00,grateful,relationships,light_islamic,,201,0.706,positive,True
j_0003493,u_01403,2025-08-28 20:35:00,good,relationships,universal,questioning,27,-0.093,neutral,True
j_0003494,u_01403,2025-09-02 15:52:00,grateful,burnout,light_islamic,hurting,79,0.498,positive,True
j_0003495,u_01403,2025-09-05 20:07:00,good,habits,universal,questioning,96,0.36,positive,True
j_0003496,u_01403,2025-09-06 20:26:00,good,self,universal,at_peace,45,0.395,positive,True
j_0003497,u_01403,2025-09-08 13:41:00,good,faith,deeper_faith,at_peace,43,0.438,positive,True
j_0003498,u_01403,2025-09-14 21:11:00,low,habits,deeper_faith,questioning,74,-0.583,negative,True
j_0003499,u_01406,2025-05-23 16:46:00,grateful,habits,deeper_faith,at_peace,108,0.37,positive,True
j_0003500,u_01406,2025-05-27 07:17:00,neutral,burnout,deeper_faith,at_peace,69,0.205,positive,True
