notification_id,user_id,sent_at,notification_type,delivery_status,tapped,tapped_at
n_0001717,u_01479,2025-05-17 11:00:00,daily_reflection,delivered,False,
n_0001718,u_02155,2025-10-29 18:00:00,inspire,delivered,True,2025-10-29 19:59:00
n_0001719,u_00701,2025-10-01 13:00:00,inspire,delivered,False,
n_0001720,u_02858,2025-09-02 11:00:00,programme_day,delivered,False,
n_0001721,u_00783,2025-06-13 20:00:00,programme_day,delivered,False,
n_0001722,u_02156,2025-03-04 12:00:00,programme_day,delivered,False,
n_0001723,u_01323,2025-04-06 12:00:00,programme_day,delivered,False,
n_0001724,u_01323,2025-03-20 12:00:00,daily_reflection,delivered,False,
n_0001725,u_01323,2025-04-05 12:00:00,inspire,delivered,True,2025-04-05 13:25:00
n_0001726,u_00952,2025-11-10 16:00:00,inspire,delivered,True,2025-11-10 18:38:00
n_0001727,u_00184,2025-04-01 19:00:00,daily_reflection,delivered,False,
n_0001728,u_00833,2026-01-24 14:00:00,daily_reflection,delivered,True,2026-01-24 16:07:00
n_0001729,u_00833,2026-01-23 16:00:00,daily_reflection,delivered,False,
n_0001730,u_02733,2025-08-13 08:00:00,programme_day,delivered,False,
n_0001731,u_02733,2025-08-20 19:00:00,inspire,delivered,False,
n_0001732,u_00543,2025-01-28 08:00:00,daily_reflection,delivered,True,2025-01-28 08:32:00
n_0001733,u_02954,2025-03-13 08:00:00,programme_day,delivered,False,
n_0001734,u_00427,2025-11-08 17:00:00,programme_day,delivered,True,2025-11-08 18:56:00
n_0001735,u_00427,2025-11-07 19:00:00,inspire,delivered,False,
n_0001736,u_00427,2025-11-03 08:00:00,inspire,delivered,False,
n_0001737,u_01983,2025-10-09 14:00:00,daily_reflection,delivered,False,
n_0001738,u_02098,2025-10-12 16:00:00,daily_reflection,delivered,False,
n_0001739,u_02098,2025-10-04 19:00:00,programme_day,delivered,False,
n_0001740,u_00287,2025-11-26 08:00:00,inspire,delivered,False,
n_0001741,u_00287,2025-12-20 12:00:00,daily_reflection,delivered,False,
n_0001742,u_01159,2025-07-20 20:00:00,daily_reflection,delivered,False,
n_0001743,u_01159,2025-07-25 14:00:00,inspire,delivered,True,2025-07-25 16:40:00
n_0001744,u_01159,2025-07-25 08:00:00,programme_day,delivered,False,
n_0001745,u_01194,2025-10-14 19:00:00,inspire,delivered,False,
n_0001746,u_01194,2025-10-20 13:00:00,inspire,delivered,False,
n_0001747,u_01194,2025-10-20 14:00:00,programme_day,delivered,True,2025-10-20 16:49:00
n_0001748,u_01335,2025-08-02 11:00:00,inspire,delivered,False,
n_0001749,u_01335,2025-07-27 19:00:00,daily_reflection,delivered,False,
n_0001750,u_00668,2025-10-30 13:00:00,daily_reflection,delivered,False,
n_0001751,u_01291,2025-09-27 14:00:00,inspire,delivered,False,
n_0001752,u_01291,2025-10-09 16:00:00,inspire,delivered,False,
n_0001753,u_02739,2025-09-03 11:00:00,programme_day,delivered,False,
n_0001754,u_01119,2025-11-13 13:00:00,inspire,delivered,False,
n_0001755,u_01119,2025-10-29 10:00:00,programme_day,delivered,True,2025-10-29 10:49:00
n_0001756,u_01369,2025-12-06 16:00:00,inspire,delivered,False,
n_0001757,u_01369,2025-11-23 14:00:00,daily_reflection,delivered,False,
n_0001758,u_00095,2025-04-22 19:00:00,daily_reflection,delivered,False,
n_0001759,u_00095,2025-04-09 08:00:00,programme_day,delivered,False,
n_0001760,u_00095,2025-04-05 08:00:00,programme_day,delivered,False,
n_0001761,u_00724,2025-03-13 17:00:00,programme_day,delivered,False,
n_0001762,u_01176,2025-12-11 11:00:00,daily_reflection,delivered,False,
n_0001763,u_01176,2025-12-03 17:00:00,programme_day,delivered,False,
n_0001764,u_00380,2025-11-18 19:00:00,daily_reflection,delivered,False,
n_0001765,u_00380,2025-11-07 13:00:00,programme_day,delivered,False,
n_0001766,u_00380,2025-11-30 10:00:00,inspire,delivered,False,
n_0001767,u_02864,2025-12-18 09:00:00,daily_reflection,delivered,True,2025-12-18 09:53:00
n_0001768,u_02864,2026-01-06 08:00:00,programme_day,delivered,False,
n_0001769,u_02864,2026-01-03 16:00:00,inspire,delivered,True,2026-01-03 16:09:00
n_0001770,u_00590,2025-05-11 20:00:00,daily_reflection,delivered,False,
n_0001771,u_00590,2025-06-03 08:00:00,inspire,delivered,True,2025-06-03 10:57:00
n_0001772,u_01739,2025-10-23 17:00:00,programme_day,delivered,False,
n_0001773,u_01739,2025-10-01 08:00:00,daily_reflection,delivered,True,2025-10-01 10:21:00
n_0001774,u_01739,2025-10-07 14:00:00,daily_reflection,delivered,False,
n_0001775,u_00158,2025-07-13 10:00:00,inspire,delivered,False,
n_0001776,u_01436,2025-10-14 13:00:00,daily_reflection,delivered,False,
n_0001777,u_01436,2025-10-13 20:00:00,daily_reflection,delivered,False,
n_0001778,u_00440,2025-06-13 16:00:00,inspire,delivered,True,2025-06-13 18:31:00
n_0001779,u_00440,2025-05-15 10:00:00,inspire,delivered,False,
n_0001780,u_00440,2025-06-11 08:00:00,daily_reflection,delivered,True,2025-06-11 09:37:00
n_0001781,u_02911,2025-03-27 14:00:00,programme_day,delivered,False,
n_0001782,u_02911,2025-03-23 18:00:00,daily_reflection,delivered,True,2025-03-23 19:44:00
n_0001783,u_01472,2025-09-15 08:00:00,inspire,delivered,False,
n_0001784,u_00550,2025-02-08 08:00:00,daily_reflection,delivered,False,
n_0001785,u_00550,2025-03-04 18:00:00,inspire,delivered,False,
n_0001786,u_02245,2025-11-06 08:00:00,programme_day,delivered,False,
n_0001787,u_02245,2025-11-05 18:00:00,programme_day,delivered,False,
n_0001788,u_00249,2025-09-12 12:00:00,inspire,delivered,True,2025-09-12 12:52:00
n_0001789,u_00249,2025-09-11 13:00:00,programme_day,delivered,True,2025-09-11 15:13:00
n_0001790,u_00249,2025-09-04 19:00:00,daily_reflection,delivered,False,
n_0001791,u_01025,2025-12-16 13:00:00,daily_reflection,delivered,True,2025-12-16 15:31:00
n_0001792,u_02176,2025-12-18 17:00:00,daily_reflection,delivered,False,
n_0001793,u_02176,2026-01-06 09:00:00,daily_reflection,delivered,False,
n_0001794,u_02176,2025-12-14 14:00:00,inspire,delivered,False,
n_0001795,u_02303,2025-10-22 19:00:00,daily_reflection,delivered,False,
n_0001796,u_02303,2025-10-29 09:00:00,inspire,delivered,False,
n_0001797,u_02303,2025-10-06 12:00:00,inspire,delivered,False,
n_0001798,u_01181,2025-10-29 18:00:00,inspire,delivered,True,2025-10-29 20:33:00
n_0001799,u_01181,2025-10-31 19:00:00,daily_reflection,delivered,False,
n_0001800,u_01181,2025-10-25 17:00:00,programme_day,delivered,True,2025-10-25 17:10:00
n_0001801,u_02461,2025-02-08 18:00:00,inspire,delivered,False,
n_0001802,u_02104,2026-01-01 14:00:00,daily_reflection,delivered,True,2026-01-01 16:50:00
n_0001803,u_02104,2026-01-02 14:00:00,inspire,delivered,False,
n_0001804,u_00261,2025-07-12 14:00:00,programme_day,delivered,False,
n_0001805,u_00261,2025-06-24 19:00:00,daily_reflection,delivered,False,
n_0001806,u_01361,2025-08-02 11:00:00,daily_reflection,delivered,True,2025-08-02 11:51:00
n_0001807,u_01258,2025-11-20 19:00:00,inspire,delivered,False,
n_0001808,u_01258,2025-11-08 12:00:00,programme_day,delivered,False,
n_0001809,u_00955,2025-08-20 09:00:00,programme_day,delivered,False,
n_0001810,u_00955,2025-08-09 15:00:00,inspire,delivered,False,
n_0001811,u_00955,2025-08-27 18:00:00,daily_reflection,delivered,False,
n_0001812,u_02355,2025-08-31 13:00:00,programme_day,delivered,False,
n_0001813,u_01058,2025-07-26 12:00:00,daily_reflection,delivered,True,2025-07-26 13:21:00
n_0001814,u_01570,2025-05-22 17:00:00,daily_reflection,delivered,False,
n_0001815,u_02023,2025-07-30 16:00:00,programme_day,delivered,False,
n_0001816,u_02023,2025-07-26 18:00:00,daily_reflection,delivered,False,
n_0001817,u_00820,2025-07-14 17:00:00,inspire,delivered,False,
n_0001818,u_00820,2025-07-10 16:00:00,daily_reflection,delivered,True,2025-07-10 18:39:00
n_0001819,u_00820,2025-07-28 08:00:00,inspire,delivered,True,2025-07-28 09:20:00
n_0001820,u_01916,2025-08-30 08:00:00,programme_day,delivered,False,
n_0001821,u_02933,2025-09-09 11:00:00,daily_reflection,delivered,True,2025-09-09 11:31:00
n_0001822,u_02933,2025-08-29 13:00:00,daily_reflection,failed,False,
n_0001823,u_02933,2025-08-28 13:00:00,inspire,delivered,True,2025-08-28 13:03:00
n_0001824,u_02581,2025-04-29 13:00:00,inspire,delivered,False,
n_0001825,u_00020,2025-03-03 11:00:00,daily_reflection,delivered,False,
n_0001826,u_00020,2025-03-10 19:00:00,daily_reflection,delivered,True,2025-03-10 19:30:00
n_0001827,u_00020,2025-03-13 10:00:00,programme_day,delivered,False,
n_0001828,u_01768,2025-08-24 16:00:00,daily_reflection,delivered,False,
n_0001829,u_01768,2025-09-18 11:00:00,daily_reflection,delivered,True,2025-09-18 11:03:00
n_0001830,u_01768,2025-09-13 11:00:00,programme_day,delivered,False,
n_0001831,u_02474,2025-10-06 09:00:00,daily_reflection,delivered,False,
n_0001832,u_02474,2025-10-09 09:00:00,daily_reflection,delivered,True,2025-10-09 11:31:00
n_0001833,u_02474,2025-10-22 13:00:00,daily_reflection,delivered,False,
n_0001834,u_01097,2025-01-28 11:00:00,inspire,delivered,True,2025-01-28 13:46:00
n_0001835,u_02284,2025-09-07 10:00:00,programme_day,delivered,False,
n_0001836,u_02284,2025-10-05 16:00:00,programme_day,delivered,False,
n_0001837,u_00378,2025-08-19 19:00:00,daily_reflection,delivered,False,
n_0001838,u_00378,2025-09-12 14:00:00,programme_day,delivered,False,
n_0001839,u_00378,2025-08-21 14:00:00,inspire,delivered,False,
n_0001840,u_02214,2025-08-10 10:00:00,programme_day,delivered,True,2025-08-10 10:17:00
n_0001841,u_02784,2025-02-24 13:00:00,inspire,delivered,True,2025-02-24 14:59:00
n_0001842,u_02784,2025-02-24 11:00:00,inspire,delivered,False,
n_0001843,u_01704,2025-09-15 20:00:00,programme_day,delivered,False,
n_0001844,u_01704,2025-09-09 09:00:00,inspire,delivered,False,
n_0001845,u_00721,2025-12-12 18:00:00,inspire,failed,False,
n_0001846,u_00721,2025-12-12 20:00:00,inspire,delivered,False,
n_0001847,u_01773,2025-02-15 20:00:00,daily_reflection,delivered,True,2025-02-15 20:29:00
n_0001848,u_01773,2025-02-22 11:00:00,inspire,delivered,False,
n_0001849,u_01773,2025-03-01 20:00:00,daily_reflection,delivered,False,
n_0001850,u_00135,2025-07-01 13:00:00,daily_reflection,delivered,True,2025-07-01 13:34:00
n_0001851,u_00135,2025-06-18 10:00:00,inspire,delivered,False,
n_0001852,u_00135,2025-06-25 11:00:00,daily_reflection,delivered,False,
n_0001853,u_02325,2025-07-13 16:00:00,inspire,delivered,False,
n_0001854,u_01060,2025-08-14 20:00:00,daily_reflection,delivered,False,
n_0001855,u_01060,2025-08-12 09:00:00,programme_day,delivered,False,
n_0001856,u_01060,2025-08-04 19:00:00,programme_day,delivered,False,
n_0001857,u_02516,2025-03-19 13:00:00,daily_reflection,delivered,False,
n_0001858,u_02516,2025-03-25 14:00:00,inspire,delivered,False,
n_0001859,u_02516,2025-03-06 09:00:00,programme_day,delivered,False,
n_0001860,u_02643,2025-11-25 10:00:00,inspire,delivered,False,
n_0001861,u_00221,2025-07-31 09:00:00,daily_reflection,delivered,False,
n_0001862,u_00221,2025-07-23 13:00:00,inspire,delivered,False,
n_0001863,u_02416,2025-07-28 19:00:00,daily_reflection,delivered,False,
n_0001864,u_02416,2025-07-21 20:00:00,daily_reflection,delivered,False,
n_0001865,u_02416,2025-07-14 10:00:00,inspire,delivered,True,2025-07-14 11:39:00
n_0001866,u_02515,2025-05-09 12:00:00,daily_reflection,delivered,False,
n_0001867,u_02515,2025-04-15 08:00:00,daily_reflection,delivered,False,
n_0001868,u_01471,2025-12-12 11:00:00,inspire,delivered,False,
n_0001869,u_01471,2025-12-05 08:00:00,daily_reflection,delivered,False,
n_0001870,u_01471,2025-12-27 08:00:00,programme_day,delivered,False,
n_0001871,u_02676,2025-05-08 18:00:00,daily_reflection,delivered,False,
n_0001872,u_02676,2025-05-25 08:00:00,daily_reflection,delivered,False,
n_0001873,u_02676,2025-05-30 16:00:00,inspire,failed,False,
n_0001874,u_01941,2025-02-19 16:00:00,inspire,delivered,True,2025-02-19 16:29:00
n_0001875,u_01370,2026-01-16 13:00:00,daily_reflection,delivered,False,
n_0001876,u_00164,2025-12-30 13:00:00,programme_day,delivered,True,2025-12-30 15:04:00
n_0001877,u_00164,2026-01-24 11:00:00,daily_reflection,delivered,False,
n_0001878,u_00164,2025-12-26 12:00:00,daily_reflection,delivered,True,2025-12-26 12:31:00
n_0001879,u_02826,2025-07-05 20:00:00,programme_day,delivered,False,
n_0001880,u_02826,2025-06-22 09:00:00,daily_reflection,delivered,True,2025-06-22 09:53:00
n_0001881,u_01802,2025-08-20 16:00:00,programme_day,delivered,False,
n_0001882,u_01802,2025-08-26 16:00:00,daily_reflection,delivered,False,
n_0001883,u_01802,2025-09-11 17:00:00,inspire,delivered,True,2025-09-11 18:56:00
n_0001884,u_01888,2025-11-19 10:00:00,inspire,delivered,False,
n_0001885,u_02361,2025-07-06 16:00:00,inspire,delivered,False,
n_0001886,u_02361,2025-06-24 09:00:00,daily_reflection,delivered,False,
n_0001887,u_01866,2025-05-18 14:00:00,daily_reflection,delivered,False,
n_0001888,u_01866,2025-06-01 13:00:00,daily_reflection,delivered,False,
n_0001889,u_01357,2025-10-02 10:00:00,inspire,delivered,False,
n_0001890,u_02365,2025-12-29 15:00:00,daily_reflection,delivered,False,
n_0001891,u_02365,2025-12-27 11:00:00,inspire,delivered,False,
n_0001892,u_02365,2025-12-26 09:00:00,programme_day,delivered,False,
n_0001893,u_01977,2025-05-19 17:00:00,programme_day,delivered,True,2025-05-19 18:43:00
n_0001894,u_01977,2025-05-25 09:00:00,daily_reflection,delivered,False,
n_0001895,u_01977,2025-05-29 11:00:00,daily_reflection,delivered,False,
n_0001896,u_02912,2025-06-04 15:00:00,programme_day,delivered,False,
n_0001897,u_02912,2025-05-22 14:00:00,programme_day,delivered,False,
n_0001898,u_01367,2025-05-31 12:00:00,inspire,delivered,False,
n_0001899,u_02082,2025-08-24 11:00:00,inspire,delivered,False,
n_0001900,u_02082,2025-08-10 12:00:00,inspire,delivered,False,
n_0001901,u_01807,2025-11-06 10:00:00,inspire,delivered,True,2025-11-06 12:59:00
n_0001902,u_01984,2025-05-24 19:00:00,programme_day,delivered,False,
n_0001903,u_01984,2025-05-15 11:00:00,daily_reflection,delivered,False,
n_0001904,u_00941,2025-02-06 18:00:00,inspire,delivered,False,
n_0001905,u_02941,2025-09-03 15:00:00,daily_reflection,delivered,False,
n_0001906,u_02941,2025-09-02 15:00:00,programme_day,delivered,False,
n_0001907,u_02941,2025-08-15 18:00:00,daily_reflection,delivered,False,
n_0001908,u_01582,2025-08-13 13:00:00,inspire,delivered,False,
n_0001909,u_01582,2025-08-11 12:00:00,daily_reflection,delivered,True,2025-08-11 13:44:00
n_0001910,u_01582,2025-08-11 19:00:00,daily_reflection,delivered,False,
n_0001911,u_02367,2025-06-19 13:00:00,inspire,delivered,True,2025-06-19 14:02:00
n_0001912,u_02367,2025-06-16 08:00:00,programme_day,delivered,True,2025-06-16 09:00:00
n_0001913,u_02367,2025-05-25 17:00:00,daily_reflection,delivered,False,
n_0001914,u_00273,2025-02-17 14:00:00,programme_day,delivered,False,
n_0001915,u_00273,2025-02-17 16:00:00,daily_reflection,delivered,True,2025-02-17 17:15:00
n_0001916,u_00704,2025-05-02 17:00:00,programme_day,delivered,False,
n_0001917,u_00316,2025-03-20 13:00:00,daily_reflection,delivered,False,
n_0001918,u_00316,2025-04-05 12:00:00,daily_reflection,delivered,False,
n_0001919,u_01268,2025-03-16 13:00:00,inspire,delivered,False,
n_0001920,u_01268,2025-03-11 15:00:00,programme_day,delivered,True,2025-03-11 16:12:00
n_0001921,u_01294,2025-10-11 17:00:00,programme_day,delivered,False,
n_0001922,u_01414,2025-01-29 16:00:00,programme_day,delivered,False,
n_0001923,u_01313,2025-12-27 19:00:00,daily_reflection,delivered,False,
n_0001924,u_01313,2026-01-11 19:00:00,daily_reflection,delivered,True,2026-01-11 20:31:00
n_0001925,u_02830,2025-11-08 15:00:00,daily_reflection,delivered,False,
n_0001926,u_00748,2025-11-24 12:00:00,daily_reflection,delivered,False,
n_0001927,u_00748,2025-12-03 14:00:00,inspire,delivered,True,2025-12-03 16:06:00
n_0001928,u_00748,2025-11-30 12:00:00,daily_reflection,delivered,True,2025-11-30 13:23:00
n_0001929,u_00015,2025-11-19 15:00:00,daily_reflection,delivered,False,
n_0001930,u_01386,2025-12-27 12:00:00,inspire,delivered,False,
n_0001931,u_02234,2025-03-13 19:00:00,inspire,delivered,False,
n_0001932,u_02187,2025-11-11 10:00:00,inspire,delivered,False,
n_0001933,u_02187,2025-11-19 11:00:00,daily_reflection,delivered,False,
n_0001934,u_02187,2025-10-31 15:00:00,inspire,delivered,True,2025-10-31 17:03:00
n_0001935,u_02568,2025-05-08 10:00:00,programme_day,delivered,False,
n_0001936,u_02568,2025-05-28 17:00:00,daily_reflection,delivered,False,
n_0001937,u_02568,2025-05-07 16:00:00,daily_reflection,delivered,False,
n_0001938,u_02031,2025-05-19 18:00:00,inspire,delivered,True,2025-05-19 19:54:00
n_0001939,u_00049,2025-05-04 16:00:00,daily_reflection,delivered,False,
n_0001940,u_00874,2025-01-03 11:00:00,daily_reflection,delivered,False,
n_0001941,u_00874,2025-01-30 08:00:00,daily_reflection,delivered,False,
n_0001942,u_01087,2025-06-27 18:00:00,programme_day,delivered,False,
n_0001943,u_01087,2025-06-15 18:00:00,daily_reflection,delivered,True,2025-06-15 18:19:00
n_0001944,u_01087,2025-06-25 11:00:00,daily_reflection,delivered,False,
n_0001945,u_01352,2025-11-12 18:00:00,programme_day,delivered,False,
n_0001946,u_01352,2025-11-22 19:00:00,programme_day,delivered,False,
n_0001947,u_00179,2025-11-03 14:00:00,daily_reflection,delivered,False,
n_0001948,u_00179,2025-10-17 12:00:00,daily_reflection,delivered,False,
n_0001949,u_01116,2025-02-20 18:00:00,programme_day,delivered,False,
n_0001950,u_01116,2025-03-13 14:00:00,programme_day,delivered,False,
n_0001951,u_00037,2025-08-22 17:00:00,daily_reflection,delivered,True,2025-08-22 17:49:00
n_0001952,u_00037,2025-08-21 20:00:00,daily_reflection,delivered,False,
n_0001953,u_00037,2025-08-23 08:00:00,inspire,delivered,False,
n_0001954,u_01464,2025-07-20 13:00:00,daily_reflection,delivered,False,
n_0001955,u_00409,2025-10-29 11:00:00,inspire,delivered,False,
n_0001956,u_00409,2025-10-17 19:00:00,inspire,delivered,False,
n_0001957,u_00545,2025-09-22 10:00:00,daily_reflection,delivered,False,
n_0001958,u_00545,2025-10-02 14:00:00,programme_day,delivered,True,2025-10-02 14:37:00
n_0001959,u_00670,2025-02-22 13:00:00,inspire,delivered,False,
n_0001960,u_01557,2025-09-21 10:00:00,daily_reflection,delivered,False,
n_0001961,u_01557,2025-09-09 18:00:00,programme_day,delivered,False,
n_0001962,u_01781,2025-12-25 08:00:00,programme_day,delivered,False,
n_0001963,u_02032,2025-01-11 18:00:00,inspire,delivered,False,
n_0001964,u_02032,2025-01-21 19:00:00,programme_day,delivered,False,
n_0001965,u_02032,2025-01-31 18:00:00,inspire,delivered,False,
n_0001966,u_00740,2026-01-08 11:00:00,inspire,delivered,True,2026-01-08 12:46:00
n_0001967,u_00740,2026-01-05 13:00:00,daily_reflection,delivered,True,2026-01-05 13:25:00
n_0001968,u_02778,2025-01-27 16:00:00,daily_reflection,delivered,False,
n_0001969,u_02778,2025-01-12 15:00:00,inspire,delivered,False,
n_0001970,u_02514,2025-04-04 10:00:00,daily_reflection,delivered,True,2025-04-04 12:35:00
n_0001971,u_02514,2025-03-09 14:00:00,daily_reflection,delivered,True,2025-03-09 15:32:00
n_0001972,u_02514,2025-03-20 18:00:00,programme_day,delivered,True,2025-03-20 20:40:00
n_0001973,u_01987,2025-09-11 19:00:00,daily_reflection,delivered,True,2025-09-11 21:32:00
n_0001974,u_01406,2025-06-11 14:00:00,inspire,delivered,True,2025-06-11 14:16:00
n_0001975,u_01406,2025-06-13 16:00:00,inspire,delivered,False,
n_0001976,u_01406,2025-05-22 17:00:00,programme_day,delivered,False,
n_0001977,u_02102,2025-06-29 11:00:00,inspire,delivered,False,
n_0001978,u_02102,2025-06-25 13:00:00,inspire,delivered,True,2025-06-25 15:25:00
n_0001979,u_02102,2025-06-25 09:00:00,programme_day,delivered,False,
n_0001980,u_01500,2026-01-19 09:00:00,programme_day,delivered,False,
n_0001981,u_02735,2025-01-09 08:00:00,programme_day,delivered,True,2025-01-09 08:18:00
n_0001982,u_02735,2025-01-20 15:00:00,daily_reflection,delivered,False,
n_0001983,u_00754,2025-01-19 20:00:00,inspire,delivered,False,
n_0001984,u_00754,2025-01-15 16:00:00,programme_day,delivered,False,
n_0001985,u_00754,2025-02-07 12:00:00,daily_reflection,delivered,True,2025-02-07 12:48:00
n_0001986,u_01179,2025-09-28 08:00:00,daily_reflection,delivered,False,
n_0001987,u_00677,2025-03-27 14:00:00,programme_day,delivered,False,
n_0001988,u_00746,2025-03-03 09:00:00,programme_day,delivered,True,2025-03-03 09:11:00
n_0001989,u_00746,2025-03-07 12:00:00,programme_day,delivered,False,
n_0001990,u_00746,2025-03-25 16:00:00,daily_reflection,delivered,True,2025-03-25 16:44:00
n_0001991,u_01399,2025-08-21 08:00:00,daily_reflection,delivered,True,2025-08-21 10:44:00
n_0001992,u_02216,2025-05-11 15:00:00,daily_reflection,delivered,False,
n_0001993,u_02216,2025-06-03 12:00:00,daily_reflection,delivered,False,
n_0001994,u_02216,2025-06-05 20:00:00,programme_day,delivered,False,
n_0001995,u_00169,2025-05-02 09:00:00,inspire,delivered,False,
n_0001996,u_01278,2025-02-26 08:00:00,daily_reflection,failed,False,
n_0001997,u_01811,2025-03-30 20:00:00,inspire,delivered,False,
n_0001998,u_01811,2025-04-11 15:00:00,programme_day,delivered,False,
n_0001999,u_01811,2025-04-18 17:00:00,programme_day,delivered,False,
n_0002000,u_01650,2025-08-07 15:00:00,inspire,delivered,True,2025-08-07 17:05:00
n_0002001,u_01650,2025-08-27 17:00:00,inspire,delivered,False,
n_0002002,u_01650,2025-08-05 10:00:00,inspire,delivered,False,
n_0002003,u_00544,2025-06-03 10:00:00,daily_reflection,delivered,False,
n_0002004,u_00544,2025-06-04 09:00:00,daily_reflection,delivered,False,
n_0002005,u_00544,2025-06-06 09:00:00,inspire,delivered,False,
n_0002006,u_00472,2025-11-17 10:00:00,daily_reflection,delivered,False,
n_0002007,u_01580,2026-01-15 09:00:00,daily_reflection,delivered,False,
n_0002008,u_01580,2026-01-05 20:00:00,daily_reflection,delivered,False,
n_0002009,u_01280,2025-07-04 08:00:00,daily_reflection,delivered,False,
n_0002010,u_01280,2025-07-12 08:00:00,daily_reflection,delivered,False,
n_0002011,u_01280,2025-07-13 12:00:00,programme_day,delivered,False,
n_0002012,u_00747,2025-07-14 18:00:00,daily_reflection,delivered,False,
n_0002013,u_00747,2025-07-17 14:00:00,programme_day,delivered,False,
n_0002014,u_00747,2025-07-25 14:00:00,inspire,delivered,False,
n_0002015,u_02774,2025-02-12 15:00:00,inspire,delivered,False,
n_0002016,u_02774,2025-03-10 14:00:00,daily_reflection,delivered,False,
n_0002017,u_02774,2025-02-18 20:00:00,inspire,delivered,False,
n_0002018,u_02024,2025-11-10 16:00:00,programme_day,delivered,False,
n_0002019,u_01616,2025-08-10 14:00:00,programme_day,delivered,False,
n_0002020,u_00151,2025-05-15 16:00:00,programme_day,delivered,False,
n_0002021,u_00151,2025-05-05 20:00:00,programme_day,delivered,True,2025-05-05 22:11:00
n_0002022,u_00443,2025-09-29 14:00:00,inspire,delivered,False,
n_0002023,u_00443,2025-09-26 16:00:00,daily_reflection,delivered,False,
n_0002024,u_01764,2025-12-04 19:00:00,programme_day,delivered,True,2025-12-04 20:12:00
n_0002025,u_01764,2025-12-19 14:00:00,inspire,delivered,True,2025-12-19 16:26:00
n_0002026,u_01764,2025-12-23 16:00:00,daily_reflection,delivered,False,
n_0002027,u_01771,2025-08-10 20:00:00,daily_reflection,delivered,False,
n_0002028,u_01771,2025-08-10 12:00:00,daily_reflection,delivered,False,
n_0002029,u_01771,2025-08-19 14:00:00,daily_reflection,delivered,False,
n_0002030,u_02488,2025-06-22 09:00:00,programme_day,delivered,False,
n_0002031,u_02488,2025-06-21 12:00:00,daily_reflection,delivered,False,
n_0002032,u_01075,2025-08-18 17:00:00,programme_day,delivered,False,
n_0002033,u_00569,2025-12-14 10:00:00,inspire,delivered,False,
n_0002034,u_00569,2026-01-04 18:00:00,inspire,delivered,False,
n_0002035,u_00155,2025-06-15 11:00:00,programme_day,delivered,False,
n_0002036,u_00155,2025-05-30 10:00:00,daily_reflection,delivered,False,
n_0002037,u_00155,2025-05-30 10:00:00,daily_reflection,delivered,False,
n_0002038,u_02989,2025-11-23 13:00:00,inspire,delivered,False,
n_0002039,u_02989,2025-12-18 16:00:00,programme_day,delivered,False,
n_0002040,u_02989,2025-12-17 08:00:00,programme_day,delivered,True,2025-12-17 10:58:00
n_0002041,u_01381,2025-10-24 10:00:00,programme_day,delivered,True,2025-10-24 11:56:00
n_0002042,u_01381,2025-11-02 11:00:00,inspire,delivered,False,
n_0002043,u_02285,2025-06-18 19:00:00,programme_day,delivered,False,
n_0002044,u_02285,2025-06-15 11:00:00,inspire,delivered,True,2025-06-15 11:17:00
n_0002045,u_02285,2025-06-28 10:00:00,daily_reflection,delivered,True,2025-06-28 11:50:00
n_0002046,u_01392,2025-10-03 20:00:00,daily_reflection,delivered,False,
n_0002047,u_01392,2025-09-25 14:00:00,inspire,delivered,True,2025-09-25 14:43:00
n_0002048,u_02288,2025-08-28 12:00:00,daily_reflection,delivered,True,2025-08-28 13:09:00
n_0002049,u_00937,2025-10-07 11:00:00,programme_day,delivered,False,
n_0002050,u_00980,2025-01-26 14:00:00,programme_day,delivered,False,
n_0002051,u_00980,2025-01-11 13:00:00,daily_reflection,delivered,False,
n_0002052,u_00980,2025-01-24 08:00:00,programme_day,delivered,False,
n_0002053,u_02959,2025-10-22 16:00:00,daily_reflection,delivered,True,2025-10-22 18:05:00
n_0002054,u_02959,2025-11-02 13:00:00,programme_day,delivered,False,
n_0002055,u_02736,2025-01-12 11:00:00,programme_day,delivered,False,
n_0002056,u_02736,2025-01-26 08:00:00,inspire,delivered,True,2025-01-26 08:14:00
n_0002057,u_00050,2025-12-07 15:00:00,inspire,delivered,False,
n_0002058,u_00278,2025-09-03 10:00:00,programme_day,delivered,True,2025-09-03 10:35:00
n_0002059,u_00278,2025-09-16 18:00:00,inspire,delivered,True,2025-09-16 19:23:00
n_0002060,u_00119,2025-06-29 14:00:00,programme_day,delivered,False,
n_0002061,u_00119,2025-06-19 20:00:00,inspire,delivered,False,
n_0002062,u_00119,2025-07-13 16:00:00,daily_reflection,delivered,False,
n_0002063,u_02066,2025-09-23 16:00:00,inspire,delivered,False,
n_0002064,u_02066,2025-10-02 15:00:00,programme_day,delivered,False,
n_0002065,u_02995,2025-08-08 18:00:00,daily_reflection,delivered,True,2025-08-08 19:11:00
n_0002066,u_02995,2025-08-08 16:00:00,inspire,delivered,False,
n_0002067,u_02995,2025-08-12 20:00:00,inspire,delivered,True,2025-08-12 21:05:00
n_0002068,u_01118,2025-02-03 12:00:00,daily_reflection,failed,False,
n_0002069,u_00180,2025-04-21 15:00:00,programme_day,delivered,True,2025-04-21 16:27:00
n_0002070,u_00180,2025-05-11 08:00:00,inspire,delivered,False,
