experiment_id,user_id,variant,assigned_at
EXP_MBTI_ONBOARDING_001,u_00835,variant,2025-02-18
EXP_MBTI_ONBOARDING_001,u_00836,variant,2025-10-25
EXP_MBTI_ONBOARDING_001,u_00837,control,2025-05-08
EXP_MBTI_ONBOARDING_001,u_00838,control,2025-06-14
EXP_MBTI_ONBOARDING_001,u_00839,variant,2025-11-15
EXP_MBTI_ONBOARDING_001,u_00840,variant,2025-02-28
EXP_MBTI_ONBOARDING_001,u_00841,variant,2025-12-22
EXP_MBTI_ONBOARDING_001,u_00842,control,2025-03-23
EXP_MBTI_ONBOARDING_001,u_00843,control,2025-02-14
EXP_MBTI_ONBOARDING_001,u_00844,control,2025-01-02
EXP_MBTI_ONBOARDING_001,u_00845,control,2025-01-02
EXP_MBTI_ONBOARDING_001,u_00846,control,2025-05-23
EXP_MBTI_ONBOARDING_001,u_00847,control,2025-03-28
EXP_MBTI_ONBOARDING_001,u_00848,control,2025-08-18
EXP_MBTI_ONBOARDING_001,u_00849,control,2025-05-02
EXP_MBTI_ONBOARDING_001,u_00850,control,2025-02-02
EXP_MBTI_ONBOARDING_001,u_00851,control,2025-04-04
EXP_MBTI_ONBOARDING_001,u_00852,control,2025-06-29
EXP_MBTI_ONBOARDING_001,u_00853,control,2025-05-24
EXP_MBTI_ONBOARDING_001,u_00854,control,2025-12-07
EXP_MBTI_ONBOARDING_001,u_00855,variant,2025-12-12
EXP_MBTI_ONBOARDING_001,u_00856,control,2025-02-23
EXP_MBTI_ONBOARDING_001,u_00857,control,2025-10-17
EXP_MBTI_ONBOARDING_001,u_00858,control,2025-11-23
EXP_MBTI_ONBOARDING_001,u_00859,variant,2025-08-09
EXP_MBTI_ONBOARDING_001,u_00860,variant,2025-12-05
EXP_MBTI_ONBOARDING_001,u_00861,variant,2025-05-20
EXP_MBTI_ONBOARDING_001,u_00862,variant,2025-06-23
EXP_MBTI_ONBOARDING_001,u_00863,variant,2025-12-10
EXP_MBTI_ONBOARDING_001,u_00864,variant,2025-01-10
EXP_MBTI_ONBOARDING_001,u_00865,control,2025-01-24
EXP_MBTI_ONBOARDING_001,u_00866,variant,2025-02-24
EXP_MBTI_ONBOARDING_001,u_00867,control,2025-10-07
EXP_MBTI_ONBOARDING_001,u_00868,variant,2025-04-03
EXP_MBTI_ONBOARDING_001,u_00869,variant,2025-05-21
EXP_MBTI_ONBOARDING_001,u_00870,control,2025-09-25
EXP_MBTI_ONBOARDING_001,u_00871,variant,2025-04-30
EXP_MBTI_ONBOARDING_001,u_00872,variant,2025-10-08
EXP_MBTI_ONBOARDING_001,u_00873,variant,2025-01-24
EXP_MBTI_ONBOARDING_001,u_00874,variant,2025-01-02
EXP_MBTI_ONBOARDING_001,u_00875,variant,2025-09-29
EXP_MBTI_ONBOARDING_001,u_00876,control,2025-07-04
EXP_MBTI_ONBOARDING_001,u_00877,control,2025-04-03
EXP_MBTI_ONBOARDING_001,u_00878,variant,2025-11-10
EXP_MBTI_ONBOARDING_001,u_00879,control,2025-06-01
EXP_MBTI_ONBOARDING_001,u_00880,control,2025-10-16
EXP_MBTI_ONBOARDING_001,u_00881,variant,2025-09-08
EXP_MBTI_ONBOARDING_001,u_00882,variant,2025-05-16
EXP_MBTI_ONBOARDING_001,u_00883,variant,2025-09-13
EXP_MBTI_ONBOARDING_001,u_00884,control,2025-12-15
EXP_MBTI_ONBOARDING_001,u_00885,control,2025-11-03
EXP_MBTI_ONBOARDING_001,u_00886,variant,2025-07-13
EXP_MBTI_ONBOARDING_001,u_00887,variant,2025-11-09
EXP_MBTI_ONBOARDING_001,u_00888,variant,2025-11-28
EXP_MBTI_ONBOARDING_001,u_00889,control,2025-03-30
EXP_MBTI_ONBOARDING_001,u_00890,control,2025-08-17
EXP_MBTI_ONBOARDING_001,u_00891,variant,2025-12-26
EXP_MBTI_ONBOARDING_001,u_00892,variant,2025-03-24
EXP_MBTI_ONBOARDING_001,u_00893,control,2025-06-18
EXP_MBTI_ONBOARDING_001,u_00894,variant,2025-09-28
EXP_MBTI_ONBOARDING_001,u_00895,variant,2025-09-08
EXP_MBTI_ONBOARDING_001,u_00896,control,2025-05-15
EXP_MBTI_ONBOARDING_001,u_00897,variant,2025-11-14
EXP_MBTI_ONBOARDING_001,u_00898,variant,2025-10-21
EXP_MBTI_ONBOARDING_001,u_00899,variant,2025-03-16
EXP_MBTI_ONBOARDING_001,u_00900,control,2025-03-16
EXP_MBTI_ONBOARDING_001,u_00901,control,2025-06-28
EXP_MBTI_ONBOARDING_001,u_00902,variant,2025-05-28
EXP_MBTI_ONBOARDING_001,u_00903,control,2025-01-09
EXP_MBTI_ONBOARDING_001,u_00904,variant,2025-03-14
EXP_MBTI_ONBOARDING_001,u_00905,variant,2025-11-24
EXP_MBTI_ONBOARDING_001,u_00906,control,2025-04-27
EXP_MBTI_ONBOARDING_001,u_00907,variant,2025-03-14
EXP_MBTI_ONBOARDING_001,u_00908,variant,2025-07-25
EXP_MBTI_ONBOARDING_001,u_00909,control,2025-01-21
EXP_MBTI_ONBOARDING_001,u_00910,control,2025-01-28
EXP_MBTI_ONBOARDING_001,u_00911,variant,2025-08-19
EXP_MBTI_ONBOARDING_001,u_00912,variant,2025-06-20
EXP_MBTI_ONBOARDING_001,u_00913,variant,2025-12-22
EXP_MBTI_ONBOARDING_001,u_00914,control,2025-12-02
EXP_MBTI_ONBOARDING_001,u_00915,variant,2025-02-14
EXP_MBTI_ONBOARDING_001,u_00916,control,2025-03-05
EXP_MBTI_ONBOARDING_001,u_00917,variant,2025-10-30
EXP_MBTI_ONBOARDING_001,u_00918,variant,2025-09-13
EXP_MBTI_ONBOARDING_001,u_00919,control,2025-01-14
EXP_MBTI_ONBOARDING_001,u_00920,variant,2025-11-25
EXP_MBTI_ONBOARDING_001,u_00921,control,2025-03-24
EXP_MBTI_ONBOARDING_001,u_00922,variant,2025-02-26
EXP_MBTI_ONBOARDING_001,u_00923,variant,2025-03-08
EXP_MBTI_ONBOARDING_001,u_00924,variant,2025-04-17
EXP_MBTI_ONBOARDING_001,u_00925,variant,2025-05-28
EXP_MBTI_ONBOARDING_001,u_00926,variant,2025-02-10
EXP_MBTI_ONBOARDING_001,u_00927,control,2025-09-24
EXP_MBTI_ONBOARDING_001,u_00928,control,2025-12-18
EXP_MBTI_ONBOARDING_001,u_00929,control,2025-07-25
EXP_MBTI_ONBOARDING_001,u_00930,control,2025-06-06
EXP_MBTI_ONBOARDING_001,u_00931,variant,2025-07-20
EXP_MBTI_ONBOARDING_001,u_00932,variant,2025-02-22
EXP_MBTI_ONBOARDING_001,u_00933,variant,2025-03-01
EXP_MBTI_ONBOARDING_001,u_00934,control,2025-08-15
EXP_MBTI_ONBOARDING_001,u_00935,control,2025-12-30
EXP_MBTI_ONBOARDING_001,u_00936,control,2025-12-08
EXP_MBTI_ONBOARDING_001,u_00937,control,2025-09-21
EXP_MBTI_ONBOARDING_001,u_00938,control,2025-05-19
EXP_MBTI_ONBOARDING_001,u_00939,variant,2025-01-21
EXP_MBTI_ONBOARDING_001,u_00940,variant,2025-11-07
EXP_MBTI_ONBOARDING_001,u_00941,variant,2025-01-31
EXP_MBTI_ONBOARDING_001,u_00942,variant,2025-02-03
EXP_MBTI_ONBOARDING_001,u_00943,variant,2025-04-20
EXP_MBTI_ONBOARDING_001,u_00944,control,2025-01-08
EXP_MBTI_ONBOARDING_001,u_00945,variant,2025-02-09
EXP_MBTI_ONBOARDING_001,u_00946,control,2025-08-15
EXP_MBTI_ONBOARDING_001,u_00947,control,2025-07-25
EXP_MBTI_ONBOARDING_001,u_00948,variant,2025-07-03
EXP_MBTI_ONBOARDING_001,u_00949,control,2025-05-24
EXP_MBTI_ONBOARDING_001,u_00950,control,2025-01-25
EXP_MBTI_ONBOARDING_001,u_00951,variant,2025-12-01
EXP_MBTI_ONBOARDING_001,u_00952,control,2025-10-14
EXP_MBTI_ONBOARDING_001,u_00953,variant,2025-12-18
EXP_MBTI_ONBOARDING_001,u_00954,variant,2025-12-08
EXP_MBTI_ONBOARDING_001,u_00955,control,2025-08-02
EXP_MBTI_ONBOARDING_001,u_00956,variant,2025-05-31
EXP_MBTI_ONBOARDING_001,u_00957,control,2025-07-05
EXP_MBTI_ONBOARDING_001,u_00958,control,2025-08-10
EXP_MBTI_ONBOARDING_001,u_00959,variant,2025-01-13
EXP_MBTI_ONBOARDING_001,u_00960,variant,2025-02-25
EXP_MBTI_ONBOARDING_001,u_00961,control,2025-06-13
EXP_MBTI_ONBOARDING_001,u_00962,control,2025-11-05
EXP_MBTI_ONBOARDING_001,u_00963,control,2025-11-13
EXP_MBTI_ONBOARDING_001,u_00964,control,2025-09-03
EXP_MBTI_ONBOARDING_001,u_00965,variant,2025-02-02
EXP_MBTI_ONBOARDING_001,u_00966,variant,2025-04-11
EXP_MBTI_ONBOARDING_001,u_00967,control,2025-10-02
EXP_MBTI_ONBOARDING_001,u_00968,variant,2025-12-16
EXP_MBTI_ONBOARDING_001,u_00969,variant,2025-10-10
EXP_MBTI_ONBOARDING_001,u_00970,control,2025-12-21
EXP_MBTI_ONBOARDING_001,u_00971,control,2025-07-17
EXP_MBTI_ONBOARDING_001,u_00972,control,2025-11-06
EXP_MBTI_ONBOARDING_001,u_00973,control,2025-12-16
EXP_MBTI_ONBOARDING_001,u_00974,control,2025-01-07
EXP_MBTI_ONBOARDING_001,u_00975,control,2025-08-30
EXP_MBTI_ONBOARDING_001,u_00976,control,2025-12-12
EXP_MBTI_ONBOARDING_001,u_00977,variant,2025-08-18
EXP_MBTI_ONBOARDING_001,u_00978,variant,2025-09-03
EXP_MBTI_ONBOARDING_001,u_00979,variant,2025-02-23
EXP_MBTI_ONBOARDING_001,u_00980,variant,2025-01-07
EXP_MBTI_ONBOARDING_001,u_00981,control,2025-05-11
EXP_MBTI_ONBOARDING_001,u_00982,variant,2025-11-10
EXP_MBTI_ONBOARDING_001,u_00983,control,2025-07-14
EXP_MBTI_ONBOARDING_001,u_00984,variant,2025-05-21
EXP_MBTI_ONBOARDING_001,u_00985,variant,2025-04-22
EXP_MBTI_ONBOARDING_001,u_00986,control,2025-07-31
EXP_MBTI_ONBOARDING_001,u_00987,variant,2025-06-02
EXP_MBTI_ONBOARDING_001,u_00988,variant,2025-04-20
EXP_MBTI_ONBOARDING_001,u_00989,control,2025-10-11
EXP_MBTI_ONBOARDING_001,u_00990,variant,2025-08-16
EXP_MBTI_ONBOARDING_001,u_00991,control,2025-09-02
EXP_MBTI_ONBOARDING_001,u_00992,variant,2025-10-04
EXP_MBTI_ONBOARDING_001,u_00993,control,2025-06-08
EXP_MBTI_ONBOARDING_001,u_00994,control,2025-09-07
EXP_MBTI_ONBOARDING_001,u_00995,control,2025-01-03
EXP_MBTI_ONBOARDING_001,u_00996,variant,2025-04-21
EXP_MBTI_ONBOARDING_001,u_00997,variant,2025-08-22
EXP_MBTI_ONBOARDING_001,u_00998,control,2025-09-10
EXP_MBTI_ONBOARDING_001,u_00999,variant,2025-08-22
EXP_MBTI_ONBOARDING_001,u_01000,control,2025-07-14
EXP_MBTI_ONBOARDING_001,u_01001,variant,2025-09-15
EXP_MBTI_ONBOARDING_001,u_01002,variant,2025-07-26
EXP_MBTI_ONBOARDING_001,u_01003,control,2025-08-18
EXP_MBTI_ONBOARDING_001,u_01004,control,2025-11-19
EXP_MBTI_ONBOARDING_001,u_01005,variant,2025-05-03
EXP_MBTI_ONBOARDING_001,u_01006,control,2025-03-28
EXP_MBTI_ONBOARDING_001,u_01007,variant,2025-09-24
EXP_MBTI_ONBOARDING_001,u_01008,control,2025-10-03
EXP_MBTI_ONBOARDING_001,u_01009,control,2025-03-22
EXP_MBTI_ONBOARDING_001,u_01010,variant,2025-03-08
EXP_MBTI_ONBOARDING_001,u_01011,control,2025-12-16
EXP_MBTI_ONBOARDING_001,u_01012,control,2025-03-20
EXP_MBTI_ONBOARDING_001,u_01013,variant,2025-10-04
EXP_MBTI_ONBOARDING_001,u_01014,variant,2025-11-02
EXP_MBTI_ONBOARDING_001,u_01015,control,2025-01-24
EXP_MBTI_ONBOARDING_001,u_01016,variant,2025-03-31
EXP_MBTI_ONBOARDING_001,u_01017,control,2025-02-07
EXP_MBTI_ONBOARDING_001,u_01018,variant,2025-12-26
EXP_MBTI_ONBOARDING_001,u_01019,control,2025-04-17
EXP_MBTI_ONBOARDING_001,u_01020,variant,2025-03-13
EXP_MBTI_ONBOARDING_001,u_01021,variant,2025-12-01
EXP_MBTI_ONBOARDING_001,u_01022,variant,2025-07-18
EXP_MBTI_ONBOARDING_001,u_01023,variant,2025-05-04
EXP_MBTI_ONBOARDING_001,u_01024,control,2025-09-16
EXP_MBTI_ONBOARDING_001,u_01025,variant,2025-12-02
EXP_MBTI_ONBOARDING_001,u_01026,control,2025-03-20
EXP_MBTI_ONBOARDING_001,u_01027,control,2025-11-30
EXP_MBTI_ONBOARDING_001,u_01028,control,2025-03-17
EXP_MBTI_ONBOARDING_001,u_01029,variant,2025-08-20
EXP_MBTI_ONBOARDING_001,u_01030,variant,2025-12-16
EXP_MBTI_ONBOARDING_001,u_01031,variant,2025-01-12
EXP_MBTI_ONBOARDING_001,u_01032,variant,2025-10-02
EXP_MBTI_ONBOARDING_001,u_01033,control,2025-02-22
EXP_MBTI_ONBOARDING_001,u_01034,variant,2025-11-30
EXP_MBTI_ONBOARDING_001,u_01035,variant,2025-06-28
EXP_MBTI_ONBOARDING_001,u_01036,variant,2025-06-28
EXP_MBTI_ONBOARDING_001,u_01037,control,2025-08-03
EXP_MBTI_ONBOARDING_001,u_01038,control,2025-06-16
EXP_MBTI_ONBOARDING_001,u_01039,control,2025-05-24
EXP_MBTI_ONBOARDING_001,u_01040,variant,2025-11-19
EXP_MBTI_ONBOARDING_001,u_01041,control,2025-08-11
EXP_MBTI_ONBOARDING_001,u_01042,control,2025-08-08
EXP_MBTI_ONBOARDING_001,u_01043,control,2025-09-29
EXP_MBTI_ONBOARDING_001,u_01044,control,2025-06-24
EXP_MBTI_ONBOARDING_001,u_01045,variant,2025-12-19
EXP_MBTI_ONBOARDING_001,u_01046,control,2025-12-29
EXP_MBTI_ONBOARDING_001,u_01047,control,2025-04-29
EXP_MBTI_ONBOARDING_001,u_01048,variant,2025-08-14
EXP_MBTI_ONBOARDING_001,u_01049,control,2025-07-03
EXP_MBTI_ONBOARDING_001,u_01050,control,2025-02-27
EXP_MBTI_ONBOARDING_001,u_01051,control,2025-05-25
EXP_MBTI_ONBOARDING_001,u_01052,variant,2025-03-09
EXP_MBTI_ONBOARDING_001,u_01053,control,2025-06-17
EXP_MBTI_ONBOARDING_001,u_01054,variant,2025-11-08
EXP_MBTI_ONBOARDING_001,u_01055,variant,2025-04-03
EXP_MBTI_ONBOARDING_001,u_01056,control,2025-01-14
EXP_MBTI_ONBOARDING_001,u_01057,variant,2025-04-03
EXP_MBTI_ONBOARDING_001,u_01058,variant,2025-07-06
EXP_MBTI_ONBOARDING_001,u_01059,variant,2025-03-13
EXP_MBTI_ONBOARDING_001,u_01060,control,2025-07-31
EXP_MBTI_ONBOARDING_001,u_01061,variant,2025-07-01
EXP_MBTI_ONBOARDING_001,u_01062,variant,2025-11-20
EXP_MBTI_ONBOARDING_001,u_01063,control,2025-01-07
EXP_MBTI_ONBOARDING_001,u_01064,variant,2025-04-09
EXP_MBTI_ONBOARDING_001,u_01065,variant,2025-04-18
EXP_MBTI_ONBOARDING_001,u_01066,control,2025-05-13
EXP_MBTI_ONBOARDING_001,u_01067,control,2025-06-05
EXP_MBTI_ONBOARDING_001,u_01068,variant,2025-01-17
EXP_MBTI_ONBOARDING_001,u_01069,variant,2025-05-31
EXP_MBTI_ONBOARDING_001,u_01070,variant,2025-03-06
EXP_MBTI_ONBOARDING_001,u_01071,variant,2025-12-17
EXP_MBTI_ONBOARDING_001,u_01072,control,2025-05-19
EXP_MBTI_ONBOARDING_001,u_01073,variant,2025-11-18
EXP_MBTI_ONBOARDING_001,u_01074,variant,2025-04-20
EXP_MBTI_ONBOARDING_001,u_01075,control,2025-07-30
EXP_MBTI_ONBOARDING_001,u_01076,variant,2025-09-03
EXP_MBTI_ONBOARDING_001,u_01077,control,2025-08-10
EXP_MBTI_ONBOARDING_001,u_01078,control,2025-10-05
EXP_MBTI_ONBOARDING_001,u_01079,control,2025-11-07
EXP_MBTI_ONBOARDING_001,u_01080,variant,2025-07-03
EXP_MBTI_ONBOARDING_001,u_01081,control,2025-09-20
EXP_MBTI_ONBOARDING_001,u_01082,variant,2025-08-28
EXP_MBTI_ONBOARDING_001,u_01083,variant,2025-06-26
EXP_MBTI_ONBOARDING_001,u_01084,control,2025-09-22
EXP_MBTI_ONBOARDING_001,u_01085,variant,2025-06-19
EXP_MBTI_ONBOARDING_001,u_01086,variant,2025-02-09
EXP_MBTI_ONBOARDING_001,u_01087,variant,2025-06-09
EXP_MBTI_ONBOARDING_001,u_01088,variant,2025-12-17
EXP_MBTI_ONBOARDING_001,u_01089,control,2025-09-11
EXP_MBTI_ONBOARDING_001,u_01090,variant,2025-02-20
EXP_MBTI_ONBOARDING_001,u_01091,variant,2025-12-26
EXP_MBTI_ONBOARDING_001,u_01092,variant,2025-11-15
EXP_MBTI_ONBOARDING_001,u_01093,variant,2025-01-01
EXP_MBTI_ONBOARDING_001,u_01094,variant,2025-11-04
EXP_MBTI_ONBOARDING_001,u_01095,variant,2025-01-01
EXP_MBTI_ONBOARDING_001,u_01096,variant,2025-12-17
EXP_MBTI_ONBOARDING_001,u_01097,variant,2025-01-27
EXP_MBTI_ONBOARDING_001,u_01098,control,2025-11-15
EXP_MBTI_ONBOARDING_001,u_01099,variant,2025-04-27
EXP_MBTI_ONBOARDING_001,u_01100,variant,2025-10-22
EXP_MBTI_ONBOARDING_001,u_01101,variant,2025-08-23
EXP_MBTI_ONBOARDING_001,u_01102,control,2025-12-19
EXP_MBTI_ONBOARDING_001,u_01103,variant,2025-05-05
EXP_MBTI_ONBOARDING_001,u_01104,variant,2025-04-12
EXP_MBTI_ONBOARDING_001,u_01105,control,2025-11-23
EXP_MBTI_ONBOARDING_001,u_01106,control,2025-11-19
EXP_MBTI_ONBOARDING_001,u_01107,control,2025-10-27
EXP_MBTI_ONBOARDING_001,u_01108,variant,2025-08-05
EXP_MBTI_ONBOARDING_001,u_01109,variant,2025-12-08
EXP_MBTI_ONBOARDING_001,u_01110,variant,2025-01-26
EXP_MBTI_ONBOARDING_001,u_01111,variant,2025-07-23
EXP_MBTI_ONBOARDING_001,u_01112,control,2025-06-23
EXP_MBTI_ONBOARDING_001,u_01113,control,2025-02-16
EXP_MBTI_ONBOARDING_001,u_01114,variant,2025-10-05
EXP_MBTI_ONBOARDING_001,u_01115,variant,2025-11-22
EXP_MBTI_ONBOARDING_001,u_01116,control,2025-02-17
EXP_MBTI_ONBOARDING_001,u_01117,control,2025-04-30
EXP_MBTI_ONBOARDING_001,u_01118,variant,2025-01-26
EXP_MBTI_ONBOARDING_001,u_01119,variant,2025-10-18
EXP_MBTI_ONBOARDING_001,u_01120,control,2025-03-31
EXP_MBTI_ONBOARDING_001,u_01121,variant,2025-08-04
EXP_MBTI_ONBOARDING_001,u_01122,variant,2025-11-27
EXP_MBTI_ONBOARDING_001,u_01123,control,2025-02-10
EXP_MBTI_ONBOARDING_001,u_01124,control,2025-05-23
EXP_MBTI_ONBOARDING_001,u_01125,variant,2025-07-28
EXP_MBTI_ONBOARDING_001,u_01126,control,2025-12-05
EXP_MBTI_ONBOARDING_001,u_01127,control,2025-07-22
EXP_MBTI_ONBOARDING_001,u_01128,variant,2025-05-14
EXP_MBTI_ONBOARDING_001,u_01129,control,2025-01-18
EXP_MBTI_ONBOARDING_001,u_01130,control,2025-09-09
EXP_MBTI_ONBOARDING_001,u_01131,variant,2025-07-06
EXP_MBTI_ONBOARDING_001,u_01132,control,2025-02-21
EXP_MBTI_ONBOARDING_001,u_01133,variant,2025-02-19
EXP_MBTI_ONBOARDING_001,u_01134,control,2025-01-24
EXP_MBTI_ONBOARDING_001,u_01135,variant,2025-05-15
EXP_MBTI_ONBOARDING_001,u_01136,variant,2025-06-23
EXP_MBTI_ONBOARDING_001,u_01137,control,2025-01-30
EXP_MBTI_ONBOARDING_001,u_01138,control,2025-07-01
EXP_MBTI_ONBOARDING_001,u_01139,variant,2025-08-16
EXP_MBTI_ONBOARDING_001,u_01140,variant,2025-09-08
EXP_MBTI_ONBOARDING_001,u_01141,control,2025-03-03
EXP_MBTI_ONBOARDING_001,u_01142,control,2025-01-08
EXP_MBTI_ONBOARDING_001,u_01143,variant,2025-08-25
EXP_MBTI_ONBOARDING_001,u_01144,variant,2025-05-25
EXP_MBTI_ONBOARDING_001,u_01145,variant,2025-08-27
EXP_MBTI_ONBOARDING_001,u_01146,variant,2025-10-12
EXP_MBTI_ONBOARDING_001,u_01147,control,2025-02-02
EXP_MBTI_ONBOARDING_001,u_01148,control,2025-12-19
EXP_MBTI_ONBOARDING_001,u_01149,variant,2025-05-30
EXP_MBTI_ONBOARDING_001,u_01150,variant,2025-11-10
EXP_MBTI_ONBOARDING_001,u_01151,variant,2025-07-23
EXP_MBTI_ONBOARDING_001,u_01152,variant,2025-11-03
EXP_MBTI_ONBOARDING_001,u_01153,variant,2025-03-04
EXP_MBTI_ONBOARDING_001,u_01154,control,2025-03-08
EXP_MBTI_ONBOARDING_001,u_01155,variant,2025-10-03
EXP_MBTI_ONBOARDING_001,u_01156,control,2025-12-08
EXP_MBTI_ONBOARDING_001,u_01157,variant,2025-03-07
EXP_MBTI_ONBOARDING_001,u_01158,control,2025-02-18
EXP_MBTI_ONBOARDING_001,u_01159,variant,2025-07-04
EXP_MBTI_ONBOARDING_001,u_01160,control,2025-08-05
EXP_MBTI_ONBOARDING_001,u_01161,control,2025-04-08
EXP_MBTI_ONBOARDING_001,u_01162,variant,2025-12-15
EXP_MBTI_ONBOARDING_001,u_01163,variant,2025-09-15
EXP_MBTI_ONBOARDING_001,u_01164,variant,2025-01-03
EXP_MBTI_ONBOARDING_001,u_01165,variant,2025-12-13
EXP_MBTI_ONBOARDING_001,u_01166,variant,2025-08-25
EXP_MBTI_ONBOARDING_001,u_01167,control,2025-08-08
EXP_MBTI_ONBOARDING_001,u_01168,control,2025-04-15
EXP_MBTI_ONBOARDING_001,u_01169,control,2025-01-22
EXP_MBTI_ONBOARDING_001,u_01170,control,2025-07-02
EXP_MBTI_ONBOARDING_001,u_01171,control,2025-07-11
EXP_MBTI_ONBOARDING_001,u_01172,variant,2025-06-14
EXP_MBTI_ONBOARDING_001,u_01173,variant,2025-09-16
EXP_MBTI_ONBOARDING_001,u_01174,variant,2025-12-29
EXP_MBTI_ONBOARDING_001,u_01175,control,2025-11-11
EXP_MBTI_ONBOARDING_001,u_01176,control,2025-11-27
EXP_MBTI_ONBOARDING_001,u_01177,variant,2025-08-18
EXP_MBTI_ONBOARDING_001,u_01178,control,2025-05-17
EXP_MBTI_ONBOARDING_001,u_01179,variant,2025-09-08
EXP_MBTI_ONBOARDING_001,u_01180,variant,2025-05-31
EXP_MBTI_ONBOARDING_001,u_01181,control,2025-10-24
EXP_MBTI_ONBOARDING_001,u_01182,variant,2025-07-02
EXP_MBTI_ONBOARDING_001,u_01183,variant,2025-08-23
EXP_MBTI_ONBOARDING_001,u_01184,control,2025-05-17
EXP_MBTI_ONBOARDING_001,u_01185,variant,2025-01-23
EXP_MBTI_ONBOARDING_001,u_01186,control,2025-12-23
EXP_MBTI_ONBOARDING_001,u_01187,variant,2025-06-09
EXP_MBTI_ONBOARDING_001,u_01188,variant,2025-07-22
EXP_MBTI_ONBOARDING_001,u_01189,variant,2025-11-03
EXP_MBTI_ONBOARDING_001,u_01190,variant,2025-04-27
EXP_MBTI_ONBOARDING_001,u_01191,control,2025-02-23
EXP_MBTI_ONBOARDING_001,u_01192,control,2025-09-24
EXP_MBTI_ONBOARDING_001,u_01193,variant,2025-12-26
EXP_MBTI_ONBOARDING_001,u_01194,variant,2025-09-22
EXP_MBTI_ONBOARDING_001,u_01195,control,2025-07-27
EXP_MBTI_ONBOARDING_001,u_01196,control,2025-02-13
EXP_MBTI_ONBOARDING_001,u_01197,variant,2025-06-06
EXP_MBTI_ONBOARDING_001,u_01198,control,2025-03-21
EXP_MBTI_ONBOARDING_001,u_01199,control,2025-06-30
EXP_MBTI_ONBOARDING_001,u_01200,control,2025-08-11
EXP_MBTI_ONBOARDING_001,u_01201,variant,2025-04-23
EXP_MBTI_ONBOARDING_001,u_01202,control,2025-08-09
EXP_MBTI_ONBOARDING_001,u_01203,control,2025-03-08
EXP_MBTI_ONBOARDING_001,u_01204,control,2025-01-29
EXP_MBTI_ONBOARDING_001,u_01205,control,2025-05-07
EXP_MBTI_ONBOARDING_001,u_01206,control,2025-03-29
EXP_MBTI_ONBOARDING_001,u_01207,variant,2025-07-27
EXP_MBTI_ONBOARDING_001,u_01208,control,2025-01-26
EXP_MBTI_ONBOARDING_001,u_01209,control,2025-12-18
EXP_MBTI_ONBOARDING_001,u_01210,variant,2025-08-25
EXP_MBTI_ONBOARDING_001,u_01211,control,2025-01-12
EXP_MBTI_ONBOARDING_001,u_01212,variant,2025-05-16
EXP_MBTI_ONBOARDING_001,u_01213,control,2025-02-19
EXP_MBTI_ONBOARDING_001,u_01214,variant,2025-09-14
EXP_MBTI_ONBOARDING_001,u_01215,control,2025-11-25
EXP_MBTI_ONBOARDING_001,u_01216,control,2025-04-04
EXP_MBTI_ONBOARDING_001,u_01217,control,2025-05-14
EXP_MBTI_ONBOARDING_001,u_01218,variant,2025-12-07
EXP_MBTI_ONBOARDING_001,u_01219,variant,2025-08-03
EXP_MBTI_ONBOARDING_001,u_01220,control,2025-08-28
EXP_MBTI_ONBOARDING_001,u_01221,control,2025-12-12
EXP_MBTI_ONBOARDING_001,u_01222,variant,2025-07-09
EXP_MBTI_ONBOARDING_001,u_01223,variant,2025-12-08
EXP_MBTI_ONBOARDING_001,u_01224,variant,2025-09-12
EXP_MBTI_ONBOARDING_001,u_01225,variant,2025-04-27
EXP_MBTI_ONBOARDING_001,u_01226,variant,2025-01-03
EXP_MBTI_ONBOARDING_001,u_01227,control,2025-02-08
EXP_MBTI_ONBOARDING_001,u_01228,variant,2025-08-29
EXP_MBTI_ONBOARDING_001,u_01229,control,2025-09-22
EXP_MBTI_ONBOARDING_001,u_01230,variant,2025-04-04
EXP_MBTI_ONBOARDING_001,u_01231,control,2025-09-08
EXP_MBTI_ONBOARDING_001,u_01232,variant,2025-02-19
EXP_MBTI_ONBOARDING_001,u_01233,control,2025-09-17
EXP_MBTI_ONBOARDING_001,u_01234,variant,2025-09-07
EXP_MBTI_ONBOARDING_001,u_01235,variant,2025-08-06
EXP_MBTI_ONBOARDING_001,u_01236,control,2025-07-03
EXP_MBTI_ONBOARDING_001,u_01237,variant,2025-01-18
EXP_MBTI_ONBOARDING_001,u_01238,variant,2025-04-09
EXP_MBTI_ONBOARDING_001,u_01239,control,2025-09-12
EXP_MBTI_ONBOARDING_001,u_01240,variant,2025-10-23
EXP_MBTI_ONBOARDING_001,u_01241,variant,2025-10-15
EXP_MBTI_ONBOARDING_001,u_01242,variant,2025-02-25
EXP_MBTI_ONBOARDING_001,u_01243,control,2025-12-22
EXP_MBTI_ONBOARDING_001,u_01244,control,2025-08-16
EXP_MBTI_ONBOARDING_001,u_01245,control,2025-01-18
EXP_MBTI_ONBOARDING_001,u_01246,variant,2025-02-05
EXP_MBTI_ONBOARDING_001,u_01247,variant,2025-03-27
EXP_MBTI_ONBOARDING_001,u_01248,variant,2025-12-11
EXP_MBTI_ONBOARDING_001,u_01249,control,2025-01-20
EXP_MBTI_ONBOARDING_001,u_01250,variant,2025-03-09
